name,star,comment,class,address,latitude,longitude,bus_count,department_store_count,drink_count,hospital_count,movie_theater_count,MRT_count,night_market_count,park_count,school_count,sports_facilities_count,train_count
楊咩咩飲料店,0.0,0,冰品飲料店,台北市士林區華岡路47巷1-2號,25.1376992,121.5416569,0,0,7,0,0,0,0,2,3,1,0
三分甜茶飲 台北市民權店,4.8,74,冰品飲料店,台北市大同區民權西路144巷9號,25.0620197,121.5160149,64,13,146,2,0,3,4,20,15,10,0
紅茶屋,4.2,2,冰品飲料店,台北市大同區重慶北路三段335巷56之1號,25.0744639,121.5155667,38,6,31,0,0,1,1,19,6,9,0
廣安階 新光三越南西三館,3.2,23,冰品飲料店,台北市中山區南京西路15號號B1,25.0527485,121.5206836,43,77,181,2,3,4,2,24,8,11,1
甘記燒仙草飲料店,4.0,1,冰品飲料店,台北市大同區寧夏路30之4號,25.0558677,121.5151325,59,59,159,2,2,5,3,21,13,8,1
圓石禪飲 - 台北中山晴光店,3.9,20,冰品飲料店,台北市中山區農安街29號,25.065024,121.524826,44,7,99,2,0,4,1,23,9,9,0
Swiido 走糖 -長安店｜手搖飲｜飲料｜冰品｜黃金零卡糖｜健康｜手搖必喝｜東區｜中山區｜外送,4.7,199,冰品飲料店,台北市中山區長安東路二段258號,25.0481467,121.5436003,23,46,131,3,2,3,1,24,6,28,0
圓石禪飲 台北遼寧店,4.1,126,冰品飲料店,台北市中山區遼寧街13號,25.047627,121.542214,23,43,133,4,2,2,1,26,7,25,0
茶湯會,3.4,14,冰品飲料店,台北市中山區遼寧街48之3號,25.0491215,121.5420687,23,43,138,4,3,3,1,25,8,23,0
清心福全 雙城店 珍珠奶茶手搖飲料專賣店,3.6,110,珍珠奶茶,台北市中山區雙城街13巷26號,25.0640418,121.5253388,45,7,116,2,0,5,1,23,8,11,0
好了啦-台北中原店,4.3,8,冰品飲料店,沒有地址,25.0573334,121.5289374,37,23,166,3,3,4,1,24,8,10,0
50嵐 大直北安店,3.7,310,冰品飲料店,台北市中山區北安路571-3號,25.0811707,121.5484051,3,6,22,0,2,2,0,27,5,17,0
綠茶屋,3.8,14,冰品飲料店,台北市大同區大龍街308-310號,25.0717185,121.5157622,40,7,43,0,0,2,1,22,11,9,0
極智濃醇香豆漿專賣店,5.0,6,冰品飲料店,台北市中山區撫順街33號,25.0636153,121.5198149,61,10,132,2,0,5,5,20,17,10,0
50嵐 昌吉店,4.0,234,冰品飲料店,台北市大同區昌吉街35號1樓,25.0659901,121.516675,55,11,105,2,0,4,3,22,14,9,0
麻古茶坊大直店,3.1,63,冰品飲料店,台北市中山區大直街61號,25.083459,121.546436,3,2,19,0,1,2,0,20,5,12,0
可不可熟成紅茶-台北大直店,3.7,124,珍珠奶茶,台北市中山區大直街37號,25.0823947,121.5464893,3,2,19,0,1,2,0,23,5,13,0
貢茶 台北大直店,4.9,308,無酒精飲料店,台北市中山區大直街56號,25.082644,121.546259,3,2,19,0,1,2,0,19,5,13,0
植蘊 Plant? 大直小公園店,4.4,107,無酒精飲料店,台北市中山區樂群三路200號2F-01,25.0822446,121.5570625,10,8,18,0,2,1,0,40,7,10,0
鳥泥 · 飲室,4.4,231,冰品飲料店,台北市內湖區環山路一段9巷9號,25.0829092,121.5662604,16,9,64,0,1,2,0,31,9,7,0
巷仔裡黑糖粉圓,4.3,33,冰品飲料店,沒有地址,25.0608962,121.531666,36,8,143,2,2,3,1,25,6,9,0
黑丸嫩仙草 內湖內科店,4.5,162,冰品飲料店,台北市內湖區內湖路一段91巷5號1樓,25.0846758,121.5611124,13,8,36,0,2,2,0,36,6,4,0
約翰紅茶公司,4.4,1,冰品飲料店,台北市內湖區江南街98號,25.0770377,121.5768955,25,7,85,0,0,2,1,18,5,12,0
鮮茶道 (大直實踐店),3.3,41,冰品飲料店,台北市中山區大直街37號,25.0823925,121.5464944,3,2,19,0,1,2,0,23,5,13,0
呷涼呷燒,4.5,61,冰品飲料店,台北市中山區南京東路一段132巷6號1樓,25.0515291,121.5271464,14,33,134,2,5,4,0,21,7,12,0
七盞茶 中山林森北店,4.7,609,冰品飲料店,沒有地址,25.0558905,121.5252919,34,30,173,2,3,6,1,25,12,11,0
小王子咖啡,4.6,40,冰品飲料店,台灣中山區吉林路26巷12號,25.0514071,121.5294967,15,31,127,1,4,4,0,22,8,12,0
蕎蕎馬路 CHIAO CHIAO LINE,4.2,115,冰品飲料店,台北市大同區南京西路18巷6之1號,25.051825,121.520156,47,78,193,2,3,4,2,26,7,11,1
五川茶飲,5.0,253,冰品飲料店,台北市中山區民生東路一段25-2號,25.0582863,121.524347,42,32,177,2,2,5,3,23,12,11,0
台北牛乳大王,2.6,1,冰品飲料店,台北市大同區南京西路20號,25.0525699,121.5202194,48,77,191,2,3,4,2,25,8,11,1
smith&hsu 現代茶館 南京東路店,4.2,616,冰品飲料店,台北市中山區南京東路一段36號,25.0519952,121.52396,24,53,153,1,4,5,0,24,7,11,1
貨室甜品 HuoShih,4.4,1,冰品飲料店,台北市大同區赤峰街71巷34號,25.0565493,121.5204453,60,54,182,1,3,5,3,22,10,10,0
康青龍 長安旗艦店,3.4,265,冰品飲料店,台北市大同區長安西路55號,25.050899,121.5174984,57,82,203,1,3,5,2,24,7,10,1
羽碩有限公司,5.0,2,冰品飲料店,台北市中山區林森北路302號1樓,25.0558905,121.5252919,34,30,173,2,3,6,1,25,12,11,0
李記古味紅茶冰龍江店,4.5,30,冰品飲料店,"樓, 高麗菜飯隔壁No. 2號合江街中山區台北市104",25.0548183,121.5389377,24,13,129,1,2,4,1,26,8,21,0
COMEBUY_台北復錦店,4.2,127,珍珠奶茶,台北市中山區錦州街419號,25.0602902,121.5420857,33,12,93,1,0,3,0,21,6,9,0
天仁喫茶趣 復興店,4.1,1,中式茶館,台北市中山區復興北路152號,25.0529668,121.5437716,23,18,124,3,3,3,1,24,8,23,0
50嵐 長春店,3.6,270,冰品飲料店,台北市松山區長春路476號,25.054378,121.5464934,25,19,120,3,2,3,1,30,7,26,0
白黑生活茶,4.7,9,茶藝館,台北市中山區南京東路三段89巷3弄10號,25.0524261,121.5392564,20,16,127,3,3,2,1,24,9,17,0
K’s table 阿寶雜貨屋｜日式｜咖啡飲品｜下午茶｜鬆餅蛋糕,4.6,50,冰品飲料店,台北市中山區興安街80巷6號,25.0556628,121.5413818,31,13,125,2,2,4,1,23,9,18,0
得正 #台北大安計劃,3.1,269,冰品飲料店,台北市大安區復興南路一段107巷39號,25.0436637,121.5458901,33,51,155,5,2,3,1,21,6,31,0
有什麼水果茶專賣店,4.8,132,冰品飲料店,台北市中山區農安街2巷20-35號,25.0640606,121.5229568,47,8,108,2,0,5,1,22,11,7,0
老茶人 內科店,4.4,168,冰品飲料店,台北市內湖區內湖路一段411巷10-1號,25.0823116,121.5710362,21,8,100,0,0,2,1,24,7,11,0
本土味茶坊,4.0,1,無酒精飲料店,台北市中山區南京東路一段132巷28之1號,25.0501832,121.5267169,12,48,148,1,5,3,0,23,8,12,0
清水茶香(南西店),4.2,91,珍珠奶茶,台北市大同區南京西路101號,25.0538939,121.5161064,55,79,193,2,3,4,2,24,10,9,1
清心福全成功店-珍珠奶茶手搖飲料專賣店,3.5,145,冰品飲料店,台北市大安區復興南路二段151巷49號,25.0283799,121.5457522,28,11,140,1,2,4,1,25,12,30,0
約翰紅茶公司,4.2,1,冰品飲料店,台北市信義區永吉路30巷123號,25.0428958,121.5688647,28,82,115,1,3,2,0,27,6,14,0
50嵐 北車店,3.3,415,冰品飲料店,"B1, No. 49號 號忠孝西路一段中正區台北市100",25.0465322,121.517644,50,79,164,2,2,5,0,16,9,11,1
巧克力雲莊 萬豪專櫃,4.4,60,冰品飲料店,台北市中山區樂群二路199號,25.0804832,121.5592914,13,8,32,0,2,2,0,36,7,10,0
CoCo都可 林森北店,3.9,306,冰品飲料店,沒有地址,25.0604506,121.5254191,44,13,140,2,2,5,1,25,8,11,0
水巷茶弄-台北松江店,4.0,119,冰品飲料店,沒有地址,25.0609973,121.5346603,34,7,114,1,1,3,0,23,8,11,0
迷客夏 臺北農安店,3.7,251,珍珠奶茶,台北市中山區農安街12號,25.0647981,121.524051,46,7,107,2,0,4,1,24,9,9,0
功夫茶 KUNGFUTEA 台北雙城店,4.2,109,珍珠奶茶,台北市中山區雙城街15號,25.0641732,121.524488,47,6,110,2,0,4,1,23,9,11,0
楊桃汁,4.5,4,冰品飲料店,台北市中山區民權西路60號,25.0630904,121.5289015,34,6,107,2,0,3,1,23,7,9,0
CoCo都可 林森北店,3.9,306,珍珠奶茶,台北市中山區林森北路438號,25.0604506,121.5254191,44,13,140,2,2,5,1,25,8,11,0
晴茗茶業 Ching Ming Tea Business,4.7,15,茶葉店,"No. 10號, 12巷, 中山區台北市104",25.064543,121.523842,45,7,108,2,0,4,1,24,9,8,0
思茶MissingTea 台北錦州店,4.9,248,珍珠奶茶,台北市中山區錦州街358號,25.0601514,121.5396648,32,11,116,1,1,3,0,24,5,10,0
DrinkStore水雲朵台北復興店,4.7,169,珍珠奶茶,台北市中山區復興北路154-1號,25.0530117,121.5437952,23,18,124,3,3,3,1,24,8,23,0
茶研社,4.4,28,飲料,台北市中山區龍江路356巷21號,25.0661178,121.5400361,21,6,58,1,0,2,0,14,4,8,0
清心福全長春二店,4.1,56,無酒精飲料店,台北市中山區長春路120號,25.0547518,121.5303141,29,22,120,3,3,3,0,26,7,14,0
滿食茶間 - 伊通店,4.5,480,珍珠奶茶,台北市中山區伊通街131號,25.054481,121.5349077,23,8,126,2,2,3,1,30,7,17,0
珍煮丹 台北合江店,4.0,197,珍珠奶茶,台北市中山區合江街152-1號,25.060014,121.5391088,32,10,117,1,1,2,0,25,5,10,0
愛果子,0.0,0,冰品飲料店,台北市中山區建國北路一段58號,25.0486232,121.5363596,13,13,114,1,4,3,1,31,9,15,0
CM木瓜牛奶 - Classic Milk,4.8,1,冰品飲料店,台北市中山區松江路36號,25.0474851,121.5327213,9,5,95,1,2,3,1,27,10,17,0
陸地A冰,3.9,10,冰品飲料店,台北市中山區八德路二段50號,25.0451375,121.5351514,12,15,95,1,2,3,1,26,9,15,0
DIVA LIFE三創,5.0,1,冰品飲料店,"b2號, No. 2號市民大道三段中山區台北市10491",25.0454815,121.5311273,6,4,75,1,1,3,0,20,7,17,0
朱記茶莊烏龍茶專賣店,4.5,10,茶葉店,台北市中山區南京東路一段13巷8號,25.053643,121.523621,34,53,155,1,3,4,2,26,11,11,1
百草園青草茶專賣店,4.8,146,無酒精飲料店,台北市中山區龍江路21巷34號,25.0477384,121.5417192,23,42,135,4,2,3,1,27,7,24,0
得正#台北光華計畫,3.1,141,冰品飲料店,台北市中正區八德路一段82巷9弄11號,25.0436167,121.531507,7,5,54,1,1,3,0,18,7,14,0
沛季 TEA SHOP,4.9,168,珍珠奶茶,台北市中山區松江路259巷27號,25.0596176,121.5345175,35,7,118,1,1,4,0,24,8,9,0
清心福全中山松江店（錦州）-珍珠奶茶手搖飲料專賣店,4.0,150,無酒精飲料店,台北市中山區錦州街247-1號,25.0604633,121.5340317,34,6,117,1,1,3,0,26,8,11,0
麻古茶坊-松江南京店,4.1,168,珍珠奶茶,台北市中山區南京東路二段192號,25.0516988,121.5354392,15,7,122,1,2,3,1,29,9,17,0
一漾 Yearning Tea,4.4,332,珍珠奶茶,台北市中山?合江街71巷6號1樓,25.0585888,121.5393947,32,12,124,1,1,4,0,22,6,16,0
拾?茶屋 三創店 19TeaHouse,4.9,331,冰品飲料店,台北市中正區八德路一段82巷18號,25.0434931,121.5322239,8,5,52,1,1,3,0,20,10,14,0
上鼎軒-精選茶飲,4.2,105,冰品飲料店,台北市中正區八德路一段43巷28號,25.0447254,121.5315147,6,5,67,1,1,3,0,20,7,17,0
龜記茗品 光華三創店,3.9,682,冰品飲料店,台北市中正區八德路一段43巷8號,25.0445228,121.5315325,6,5,64,1,1,3,0,19,7,14,0
50嵐 林森店,3.9,183,冰品飲料店,台北市中山區林森北路93號,25.0499989,121.5249618,15,53,145,2,4,5,0,23,9,12,1
COMEBUY_台北光華店,4.5,380,冰品飲料店,台北市中正區市民大道三段8號1樓,25.0450357,121.5319312,7,4,70,1,1,3,0,21,9,16,0
五桐號WooTea 台北光華三創店,3.6,95,冰品飲料店,台北市中正區八德路一段94號,25.0440084,121.5322104,8,4,58,1,1,3,0,19,9,17,0
好了啦-台北光華店,2.8,18,冰品飲料店,台北市中正區八德路一段82巷9弄16號,25.0435303,121.5316791,7,5,54,1,1,3,0,20,7,14,0
萬波島嶼紅茶 Wanpo Tea Shop 台北光華店,3.1,123,冰品飲料店,台北市中正區八德路一段82巷9弄18號,25.0434698,121.531614,7,5,53,1,1,3,0,20,7,14,0
老賴茶棧台北光華店,4.6,155,冰品飲料店,台北市中正區八德路一段82巷9弄5號,25.0436361,121.5316532,7,5,55,1,1,3,0,19,7,14,0
可不可熟成紅茶-忠孝新生店,3.6,125,冰品飲料店,台北市中正區八德路一段82巷9弄20之1號,25.0434627,121.53153,7,5,54,1,1,3,0,20,7,14,0
50嵐 捷運善導寺店,4.2,340,冰品飲料店,台北市中正區忠孝東路一段11-1號,25.0449151,121.5238661,15,67,146,2,3,5,0,19,8,11,1
李記紅茶冰 中山北店,4.3,78,冰品飲料店,台北市中山區中山北路一段78號,25.0488716,121.5208697,33,80,175,2,4,5,0,21,8,10,1
Chatime日出茶太-台北天成店,4.3,344,冰品飲料店,台北市中正區忠孝西路一段41號之1號,25.0462326,121.5183633,46,79,156,2,2,5,0,16,8,8,1
先喝道台北誠品站前店,4.2,522,冰品飲料店,"B1, No. 49號忠孝西路一段中正區台北市100",25.0463846,121.5178642,49,79,161,2,2,5,0,16,9,9,1
CoCo都可 捷運北車店,3.1,128,冰品飲料店,台北市中正區忠孝西路一段49號捷運北車10號店舖號B3,25.0481638,121.5184466,48,81,171,2,2,5,2,17,7,11,1
思慕雪手工優格/手工果醬/優格冰淇淋專賣店,5.0,105,冰品飲料店,台北市大同區承德路二段37巷7號,25.0550181,121.5186996,60,60,186,2,3,4,2,23,7,10,1
得正#台北西門計劃,3.2,89,冰品飲料店,台北市萬華區西寧南路111號,25.0449958,121.5066991,67,51,146,1,6,2,0,11,5,6,0
得正＃台北晴光計劃 Oolong Tea Project,4.3,70,無酒精飲料店,台北市中山區農安街18號,25.0648379,121.5248439,45,7,103,2,0,4,1,23,9,9,0
谷得好好 紅茶專門-北車信陽店,4.7,478,冰品飲料店,台北市中正區信陽街12號,25.0445076,121.5159012,59,74,158,2,3,5,0,13,11,9,1
哈根達斯 南西三越店,3.0,61,冰品飲料店,台北市中山區南京西路12號,25.0523038,121.5211048,40,78,182,2,3,4,2,22,8,11,1
喫茶趣ToGo(民生東路店),3.3,6,珍珠奶茶,台北市中山區民生東路一段26之2號,25.0579131,121.5239,42,33,175,2,2,5,3,23,12,11,0
天仁茗茶 民生東路店,3.1,105,珍珠奶茶,台北市中山區民生東路一段26之2號,25.0579199,121.5239159,42,33,175,2,2,5,3,23,12,11,0
麻古茶坊中山農安店,3.7,320,冰品飲料店,台北市中山區民生東路一段26之2號,25.064822,121.52343,47,7,105,2,0,4,1,23,10,7,0
貢茶 台北濱江店,4.7,162,冰品飲料店,台北市中山區錦西街14號,25.066959,121.5359965,17,6,71,1,0,1,0,15,4,7,0
水巷茶弄 台北長安店,3.6,238,珍珠奶茶,台北市大同區長安西路126號,25.0505608,121.5180385,55,83,196,1,3,5,2,22,6,10,1
可不可熟成紅茶 台北遼寧店,4.4,127,珍珠奶茶,台北市中山區遼寧街65號,25.049266,121.5422877,25,43,141,4,2,3,1,24,8,23,0
甘馧 Gan Wen,4.5,271,珍珠奶茶,台北市中山區龍江路4號,25.0473905,121.5402644,19,42,158,4,3,4,1,25,9,16,0
鬍子茶Who's Tea - 台北合江店,4.1,68,冰品飲料店,沒有地址,25.0599501,121.5391005,32,11,117,1,1,2,0,25,5,10,0
水巷茶弄(台北錦州二店),1.0,1,冰品飲料店,台北市中山區錦州街24號,25.0602335,121.5241883,46,31,155,2,2,5,3,25,11,12,0
黛黛茶 DailyDae林森店 - 歐風水果紅茶,3.9,35,冰品飲料店,台北市中山區林森北路410-2號,25.0595298,121.5253454,45,31,162,2,2,5,1,25,10,12,0
小冰店,5.0,1,冰品飲料店,台北市中山區中山北路二段115巷11號,25.0609616,121.5236863,47,19,142,2,2,5,3,24,11,13,0
丸作食茶-台北民權店,2.9,16,冰品飲料店,台北市中山區民權西路11號,25.0629905,121.5218975,54,6,122,2,0,5,3,19,13,11,0
洱之海 Erdrink(養身飲品),5.0,3,冰品飲料店,台北市中山區雙城街17巷8-1號,25.0644387,121.5248472,47,6,109,2,0,5,1,23,9,13,0
塔比魯手搖飲,4.5,4,冰品飲料店,台北市中山區錦西街31號,25.0604519,121.5207306,57,33,157,2,2,5,3,21,17,12,0
卡古拉,4.2,12,冰品飲料店,台北市中山區雙城街17巷2號號,25.0644455,121.5245967,47,7,107,2,0,4,1,23,9,10,0
茶聚i-partea台北錦州店,3.7,3,冰品飲料店,台北市中山區錦州街320號,25.0602024,121.5380954,33,10,120,1,1,2,0,25,5,10,0
萬波島嶼紅茶 Wanpo Tea Shop 台北光華店,3.1,123,冰品飲料店,沒有地址,25.0434698,121.531614,7,5,53,1,1,3,0,20,7,14,0
茶聚CHAGE台北長安店,4.3,470,冰品飲料店,沒有地址,25.051396,121.5152907,63,80,200,1,2,4,2,21,8,12,1
OLAND 島嶼水果茶飲 臺北京站店,4.3,87,冰品飲料店,台北市大同區承德路一段1號,25.0493012,121.5171717,61,80,196,2,2,5,2,20,8,9,1
CoCo都可龍江2店,3.7,153,冰品飲料店,沒有地址,25.0657739,121.5408219,22,6,60,0,0,1,0,13,4,8,0
茶姬鮮萃茶飲,4.2,26,冰品飲料店,台北市中山區五常街3號,25.0644359,121.5375791,26,6,77,1,0,2,0,16,4,9,0
天仁茗茶 中山店,3.9,119,珍珠奶茶,台北市中山區中山北路一段105巷11號,25.0509045,121.5230975,29,76,163,2,4,4,0,22,9,12,1
鴻仁茶行有限公司 其它營業時間請先電話預約聯絡！謝謝！,3.5,4,茶葉店,台北市中山區吉林路257號號,25.0617188,121.530394,35,6,134,2,2,2,1,25,6,9,0
合集良飲 HOPECHA (中山農安店),4.8,163,冰品飲料店,台北市中山區農安街166巷1-1號號,25.0645039,121.5339444,29,8,100,1,0,2,1,20,6,9,0
熊泰 泰式奶茶中山店,5.0,383,冰品飲料店,台北市中山區南京西路23巷3號,25.0562899,121.521456,52,49,180,1,3,4,3,22,10,12,0
木衛二 內湖鑄茶所,4.0,35,冰品飲料店,台北市內湖區內湖路一段411巷3號,25.0819088,121.5711077,21,8,101,0,0,2,1,26,8,12,0
得正#內湖江南計劃,3.7,100,冰品飲料店,台北市內湖區江南街113號,25.0762565,121.5761101,25,7,85,0,0,2,1,15,5,14,0
可不可熟成紅茶-內湖江南店,3.6,142,冰品飲料店,台北市內湖區江南街105號,25.0766489,121.5766625,25,7,84,0,0,2,1,16,5,12,0
兩點 （手作茶飲+車輪餅）,4.4,370,冰品飲料店,台北市內湖區內湖路一段425號,25.081447,121.571565,23,9,102,0,0,2,1,24,8,12,0
清玉手調原味茶（台北西湖店）,3.0,84,冰品飲料店,台北市內湖區內湖路一段341-1號,25.0822474,121.5688528,19,5,82,0,0,2,0,27,9,13,0
微堂well done內湖店,4.6,68,冰品飲料店,台北市內湖區內湖路一段323巷4弄5號,25.082862,121.5676736,18,5,62,0,0,2,0,27,9,10,0
珍煮丹 內湖園區店,4.5,272,冰品飲料店,台北市內湖區內湖路一段411巷8號1樓,25.0820921,121.5710158,21,8,101,0,0,2,1,26,8,12,0
泰讚了thai like tea泰式奶茶,4.6,1,冰品飲料店,台北市松山區市民大道五段37號,25.0460735,121.5597239,22,33,141,3,1,3,0,17,5,24,0
金龍治茶,4.7,91,冰品飲料店,台北市大同區長安西路260號,25.0514604,121.5133364,62,80,202,1,3,3,2,22,7,11,1
七盞茶 中正杭州店,4.2,148,冰品飲料店,台北市中正區杭州南路一段89號,25.0389362,121.5255538,10,9,70,2,1,4,0,11,9,13,0
日日裝茶 - 中正南門店,3.9,271,冰品飲料店,台北市中正區羅斯福路一段24-1號,25.0315867,121.5188579,41,6,57,1,0,3,0,7,15,19,0
都可 金山店,4.0,213,冰品飲料店,台北市中正區信義路二段91-4號,25.034399,121.5271937,10,7,66,0,0,4,0,14,11,23,0
沐慕茶飲,4.5,388,冰品飲料店,台北市中正區南昌路二段190-1號,25.0243177,121.524002,29,6,71,1,0,2,1,19,10,20,0
茶湯會南門店,4.1,237,冰品飲料店,台北市中正區南昌路一段49號,25.031385,121.517258,42,5,43,1,0,3,0,8,15,17,0
乳?在一起-中正紀念堂,4.0,259,冰品飲料店,台北市中正區寧波東街11-4號,25.0329778,121.5202159,37,9,77,2,0,5,0,9,13,19,0
方最茗品 台北濟南店,4.0,86,冰品飲料店,台北市中正區濟南路二段60-6號,25.0401451,121.5321595,12,9,70,0,1,3,0,19,8,15,0
CoCo都可 南昌店,3.7,284,冰品飲料店,台北市中正區寧波西街83-2號,25.0302637,121.5165912,41,5,45,2,0,3,0,6,16,17,0
珍煮丹 中正南門店,3.4,364,冰品飲料店,台北市中正區羅斯福路一段12號,25.0319543,121.5185911,41,6,51,1,0,3,0,7,13,19,0
163 Lane 中正區手搖飲,4.6,149,冰品飲料店,台北市中正區延平南路163巷4號,25.0350338,121.5079528,81,30,115,1,3,3,1,9,13,1,1
50嵐 寧波店,4.1,203,冰品飲料店,台北市中正區寧波西街51號,25.0309349,121.517759,43,5,46,1,0,3,0,8,16,17,0
大苑子,4.1,477,冰品飲料店,台北市中正區南昌路一段80號,25.030943,121.517296,42,5,45,1,0,3,0,8,16,17,0
迷客夏Milksha 臺北南陽店,3.5,445,冰品飲料店,台北市中正區南陽街15-5號,25.0442614,121.5161377,59,71,156,2,3,5,0,13,12,8,1
清原芋圓 台北中正古亭店,4.1,162,冰品飲料店,台北市中正區杭州南路二段56號,25.0301734,121.5220068,35,12,94,1,0,3,1,11,11,21,0
50嵐 新生店,3.5,360,冰品飲料店,台北市中正區新生南路一段52之3號,25.0413767,121.5325741,12,10,59,1,1,3,0,20,9,14,0
拾?茶屋 台北南陽店,4.0,170,冰品飲料店,台北市中正區南陽街4號,25.0452339,121.5160099,61,82,172,2,3,6,0,15,9,9,1
JIATE 新光站前店,4.1,178,冰品飲料店,"b1, No. 66號忠孝西路一段中正區台北市10018",25.0459441,121.5153112,66,94,188,2,3,6,0,17,11,10,1
麻古茶坊台北古亭店,2.9,337,冰品飲料店,台北市中正區羅斯福路二段142號,25.0258032,121.5230824,31,7,88,1,0,3,1,15,10,23,0
老賴茶棧台北北車店,3.9,86,冰品飲料店,台北市中正區公園路22-2號,25.0451006,121.5170338,54,81,163,2,1,6,0,16,10,7,1
迷客夏 臺北南昌店,3.3,326,珍珠奶茶,台北市中正區寧波西街50號,25.0307524,121.5177771,43,5,46,1,0,3,0,8,15,17,0
日日裝茶 - 台北站前店,3.9,63,冰品飲料店,台北市中正區重慶南路一段18號1樓,25.0462109,121.513097,70,76,182,2,7,4,0,17,9,7,1
迷客夏Milksha 臺北車站店,3.1,155,冰品飲料店,"B1, No. 49號忠孝西路一段中正區台北市10041",25.046582,121.5163683,59,82,172,2,3,6,0,17,8,11,1
森發茶行武昌店,4.2,87,冰品飲料店,台北市中正區武昌街一段31號,25.044234,121.512068,76,73,172,3,7,5,0,16,9,6,1
茶鬍Beard Cup 中正漢口店,3.5,113,冰品飲料店,台北市中正區漢口街一段110-1號,25.045131,121.5109264,73,73,177,3,7,4,0,16,6,6,1
樂法Le Phare - 京站店,3.7,675,冰品飲料店,台北市中正區忠孝西路一段49號號B3,25.0478258,121.5177255,52,80,168,2,2,5,0,18,7,10,1
清心福全中正信陽店 珍珠奶茶手搖飲料專賣店,3.0,173,珍珠奶茶,台北市中正區信陽街6之1號,25.0445796,121.5163278,60,78,162,2,2,6,0,14,12,8,1
山焙 SUNBAY (中正衡陽店）,3.9,122,冰品飲料店,台北市中正區衡陽路69號,25.0423891,121.5116879,74,73,170,3,6,5,0,15,11,5,1
相聚一刻冰舖,4.4,23,冰品飲料店,台北市中正區南昌路一段59巷28-1號,25.0318942,121.5184552,41,6,51,1,0,3,0,7,13,19,0
李記紅茶冰中正古亭,5.0,24,冰品飲料店,台北市中正區南昌路二段128-2號,25.0254888,121.5225739,32,7,82,1,0,3,1,15,10,22,0
Sharetea歇腳亭-南陽創始店,3.9,340,冰品飲料店,台北市中正區南陽街11號,25.0452099,121.5161901,60,81,168,2,3,6,0,14,9,9,1
波囍,4.3,382,冰品飲料店,台北市中正區羅斯福路三段316巷2號,25.015879,121.5326641,25,2,57,0,2,2,1,11,9,12,0
晴喜摘 中正南陽店,5.0,987,冰品飲料店,台北市中正區南陽街9號,25.0451774,121.5162139,60,81,168,2,3,6,0,14,9,9,1
Who's Tea 鬍子茶 - 微風北車店,3.9,291,冰品飲料店,台北市中正區北平西路3號2樓,25.0477467,121.5169983,54,79,175,2,2,5,0,17,8,11,1
天仁喫茶趣ToGo 臺大醫院店,2.5,23,冰品飲料店,台北市中正區中山南路7號,25.0402741,121.5191591,37,35,101,2,1,5,0,9,11,5,1
台大胖妞冰店,4.5,285,冰品飲料店,台北市中正區林森南路。徐州路18巷口,25.0400494,121.5220945,25,28,83,2,1,5,0,14,11,10,0
50嵐 開封店,3.5,258,冰品飲料店,台北市中正區開封街一段9號,25.0461185,121.5138822,67,88,187,2,6,6,0,18,9,7,1
可不可熟成紅茶-台北站前店,4.1,549,冰品飲料店,台北市中正區南陽街34號,25.0441477,121.5160239,58,63,152,2,3,5,0,14,12,9,1
COMEBUY_台北南陽店,3.8,312,冰品飲料店,台北市中正區許昌街26-2號,25.0454403,121.5162742,61,83,169,2,3,6,0,15,10,9,1
木木果舖,5.0,4,冰品飲料店,台北市中正區衡陽路53號1樓A室,25.0424157,121.5121516,74,73,170,3,7,5,0,16,11,5,1
有禾 Yohak,5.0,20,冰品飲料店,台北市中正區金門街24巷35號1樓,25.0231754,121.5212959,34,6,65,1,0,2,1,16,7,21,0
清心福全（青島東店）珍珠奶茶手搖飲料店,3.6,156,無酒精飲料店,台北市中正區杭州南路一段10號,25.04309,121.5264659,8,7,76,2,1,3,0,15,8,10,0
茶與布朗 北車南陽店,4.5,37,冰品飲料店,台北市中正區南陽街13號,25.044983,121.5163747,60,80,168,2,2,6,0,14,11,9,1
?加 Fruit plus - 台大醫院3號店,3.5,10,冰品飲料店,台北市中正區中山南路7號,25.0405354,121.5189714,36,45,108,2,1,5,0,10,11,5,1
冇月冇日 冰萃茶茶飲專賣店,4.9,282,冰品飲料店,台北市大安區麗水街16巷1號1樓,25.0318034,121.5287563,17,9,86,0,0,3,1,13,8,23,0
COMEBUY 台北衡陽店,3.5,148,冰品飲料店,"之1號, 衡陽路中正區台北市10043",25.042391,121.510834,77,66,172,3,6,5,0,15,11,5,1
麻古茶坊台北車站店,3.5,119,冰品飲料店,"B1, 靠近M6出口, No. 49號忠孝西路一段中正區台北市100",25.0463846,121.5178642,49,79,161,2,2,5,0,16,9,9,1
巴伯Q奶 Bubble tea 黑糖珍珠牛奶專賣店,4.3,271,冰品飲料店,沒有地址,25.0159261,121.5327984,26,2,57,0,2,2,1,11,9,12,0
珍煮丹 台北濟南店,4.3,197,冰品飲料店,台北市中正區濟南路二段60之1號1樓,25.0401612,121.5319473,12,9,72,0,1,3,0,19,8,15,0
50嵐 信陽店,3.6,163,冰品飲料店,台北市中正區信陽街13號,25.044775,121.516427,60,80,166,2,2,6,0,14,11,8,1
得正#台北公館計劃,4.1,258,冰品飲料店,台北市中正區羅斯福路三段316巷10-2號,25.0155973,121.5323792,23,2,56,0,2,2,1,10,9,12,0
