name,star,comment,class,address,latitude,longitude,bus_count,department_store_count,drink_count,hospital_count,movie_theater_count,MRT_count,night_market_count,park_count,school_count,sports_facilities_count,train_count
李記紅茶冰-深坑老街店,4.8,13,冰品飲料店,新北市深坑區北深路二段191號,25.0011353,121.6121235,36,0,24,0,0,0,0,2,2,0,0
賺 錢 湯,3.8,34,冰品飲料店,新北市深坑區深坑街45號,25.0018445,121.6154049,41,0,23,0,0,0,1,2,1,0,0
高老莊茶舖,3.4,158,冰品飲料店,新北市深坑區深坑街122號,25.0013654,121.6136303,39,0,23,0,0,0,0,2,2,0,0
唐山伯古味酸梅湯,4.5,167,冰品飲料店,新北市深坑區深坑街109號,25.0014077,121.6140943,39,0,23,0,0,0,0,2,2,0,0
哈味杏仁茶-深坑店,4.1,35,冰品飲料店,新北市深坑區深坑街149號,25.00113,121.613092,37,0,23,0,0,0,0,2,2,0,0
咪咪愛玉青蛙,3.9,28,冰品飲料店,新北市深坑區深坑街162-1號,25.0012634,121.6128748,37,0,23,0,0,0,0,2,2,0,0
可不可熟成紅茶-新北深坑店,3.4,61,珍珠奶茶,新北市深坑區北深路三段193號,25.0037255,121.6011771,22,1,8,0,0,0,0,3,1,0,0
清心福全北深新店-珍珠奶茶手搖飲料專賣店,4.0,87,珍珠奶茶,新北市深坑區北深路三段171號,25.0035084,121.6017081,22,1,9,0,0,0,0,3,1,0,0
陶緣茗茶,4.0,1,茶葉店,新北市深坑區深坑街24號,25.0019364,121.6152561,41,0,23,0,0,0,1,2,1,0,0
鄭古早味冷飲枝阿冰雞蛋冰,4.0,1,無酒精飲料店,新北市深坑區深坑街143號,25.0011361,121.6131719,37,0,23,0,0,0,0,2,2,0,0
黑糖薑母茶,4.5,8,冰品飲料店,新北市深坑區深坑街20號,25.0020251,121.6155016,42,0,23,0,0,0,1,2,1,0,0
阿媽的酸梅湯,3.8,4,冰品飲料店,新北市深坑區深坑街130號,25.001333,121.6134054,39,0,23,0,0,0,0,2,2,0,0
108小棧,4.6,19,無酒精飲料店,新北市深坑區深坑街108號,25.0013725,121.6136434,39,0,23,0,0,0,0,2,2,0,0
勝川茶行,3.9,12,茶葉店,新北市深坑區里深坑街95號,25.0014818,121.6143216,39,0,23,0,0,0,0,2,1,0,0
深坑(老街)人文藝術推廣中心,0.0,0,茶藝館,新北市深坑區深坑街70號,25.0016875,121.6144871,39,0,23,0,0,0,1,2,1,0,0
尚德茶堂,4.7,28,茶葉店,新北市深坑區北深路二段128號1樓,25.0031598,121.6161173,35,0,23,0,0,0,1,2,1,0,0
春日福人文茶飲,5.0,3,冰品飲料店,新北市深坑區北深路三段154號,25.0031714,121.6030808,24,1,11,0,0,0,0,3,1,0,0
林家草厝 深坑,4.4,207,茶葉店,新北市深坑區,24.977672,121.6060825,2,0,1,0,0,0,0,0,0,0,0
LINDES 精品茶,5.0,41,茶葉店,新北市深坑區北深路三段242號,25.004319,121.6001615,18,1,7,0,0,0,0,3,1,0,0
藍鵲的店,4.6,8,冰品飲料店,新北市石碇區石碇東街57號,24.9907335,121.6607746,19,0,5,0,0,0,0,0,1,0,0
山隱茶,0.0,0,茶葉店,"號3樓, 深坑區新北市222",24.998255,121.608572,30,0,24,0,0,0,0,4,1,0,0
日月潭阿薩姆紅茶,0.0,0,冰品飲料店,新北市烏來區烏來街84號,24.862501,121.551399,3,0,2,0,0,0,0,0,1,0,0
張嬤手工豆花/刨冰/桂花酸梅汁,3.9,14,冰品飲料店,新北市烏來區瀑布14號1樓,24.8478942,121.5514345,0,0,2,0,0,0,0,1,0,0,0
Lokah茶飲咖啡,4.6,35,冰品飲料店,新北市烏來區大羅蘭14號,24.7752105,121.5010016,0,0,1,0,0,0,0,0,1,0,0
瀑布9號溫泉美食,4.3,19,冰品飲料店,新北市烏來區瀑布9號,24.8482091,121.5514428,0,0,2,0,0,0,0,1,0,0,0
寶咖咖咖啡小棧,5.0,1,冰品飲料店,新北市新店區北新路三段205號2樓,24.9840523,121.5400569,69,9,74,2,2,2,1,11,6,7,0
誰啦,4.4,38,珍珠奶茶,新北市烏來區溫泉街82號,24.8618695,121.5508093,3,0,2,0,0,0,0,0,1,0,0
哈兒冰棒,4.5,220,冰品飲料店,新北市新店區新烏路二段335-1號,24.9105272,121.5504969,17,0,1,0,0,0,0,0,0,0,0
美其泡沫紅茶,4.8,21,冰品飲料店,新北市瑞芳區大埔路180-1號,25.1016932,121.7621974,29,0,4,0,0,0,0,3,1,0,1
芳三里紅茶老店,3.8,44,冰品飲料店,新北市瑞芳區民生街36號號,25.1069199,121.8054906,38,0,22,1,0,0,0,5,2,0,1
50嵐 瑞芳店,4.0,252,冰品飲料店,新北市瑞芳區明燈路三段53號,25.1080485,121.8062521,37,0,22,1,0,0,0,5,2,0,1
調茶局 創始店 Coffee&Tea (瑞芳 總店）,5.0,86,冰品飲料店,新北市瑞芳區明燈路三段39-2號,25.107886,121.8068634,35,0,22,1,0,0,0,5,3,0,1
DrinkStore水雲朵新北瑞芳店,4.8,440,珍珠奶茶,新北市瑞芳區民生街15號,25.107746,121.8060459,37,0,22,1,0,0,0,5,2,0,1
清心福全明燈店-珍珠奶茶手搖飲料專賣店,2.8,47,珍珠奶茶,新北市瑞芳區明燈路三段45號,25.1079477,121.806643,35,0,22,1,0,0,0,5,3,0,1
龜記茗品-瑞芳店,3.1,34,冰品飲料店,新北市瑞芳區明燈路三段39-10號,25.1079802,121.8065119,35,0,22,1,0,0,0,5,2,0,1
好了啦紅茶冰(瑞芳明燈店),0.0,0,冰品飲料店,新北市瑞芳區明燈路三段61號,25.1081582,121.8056985,38,0,22,1,0,0,0,5,2,0,1
舞茶道茶飲連鎖(瑞芳旗艦店),5.0,1,冰品飲料店,新北市瑞芳區明燈路三段49號,25.10802,121.806364,37,0,22,1,0,0,0,5,2,0,1
松鼠鬆餅 s.s.waffle,4.8,85,冰品飲料店,新北市瑞芳區大埔路110之2號,25.1019696,121.7625241,31,0,4,0,0,0,0,3,1,0,1
COMEBUY_瑞芳站前,4.6,22,冰品飲料店,新北市瑞芳區民生街11號,25.1078529,121.8060911,37,0,22,1,0,0,0,5,2,0,1
春粒秋收,5.0,155,冰品飲料店,新北市瑞芳區汽車路9-9號,25.1099599,121.8451249,39,0,18,0,0,0,0,3,3,0,0
喫冰冰店,4.7,185,冰品飲料店,新北市瑞芳區深澳里深澳路67-1號,25.1298833,121.8182989,16,0,3,0,0,0,0,1,0,0,0
喫冰二店,4.8,73,冰品飲料店,新北市瑞芳區建基路二段83號之一,25.1338136,121.8059498,19,0,4,0,0,0,0,0,0,0,1
一粟冰果小棧,4.8,23,冰品飲料店,新北市瑞芳區柴寮路40號,25.0867327,121.8274221,23,0,5,0,0,0,0,0,0,0,1
猴車亭,0.0,0,冰品飲料店,新北市瑞芳區柴寮路58號,25.0870557,121.8276896,25,0,5,0,0,0,0,0,0,0,1
TTOB 樂飲茶舖,3.8,8,冰品飲料店,新北市瑞芳區基山街137號,25.1084034,121.8440072,37,0,18,0,0,0,0,2,2,0,0
金采昀,5.0,3,冰品飲料店,新北市瑞芳區基山街4號,25.1096579,121.8452178,39,0,18,0,0,0,0,3,3,0,0
慢生活冰?(米粉湯 海鮮讚岐烏龍麵),4.8,221,冰品飲料店,新北市瑞芳區南雅路69號1樓,25.1206012,121.8874982,2,0,1,0,0,0,0,0,0,0,0
山頂豆花(店休日以FB/IG公告為主),4.7,167,冰品飲料店,新北市瑞芳區祈堂路7號,25.109737,121.8604367,21,0,3,0,0,0,0,3,2,0,0
伍后食光,5.0,8,冰品飲料店,新北市瑞芳區明里路135號,25.1184427,121.8602575,32,0,3,0,0,0,0,0,2,0,0
九份神仙茶專賣店,5.0,141,冰品飲料店,新北市瑞芳區基山街120號B1,25.1083995,121.8437435,37,0,18,0,0,0,0,2,2,0,0
五坑豆花（金瓜石 ?金博物館）,3.2,153,冰品飲料店,新北市瑞芳區金瓜石金光路8號旁,25.1067063,121.8589531,22,0,2,0,0,0,0,3,2,0,0
Jin kuang 九份金礦愛玉,4.1,90,冰品飲料店,新北市瑞芳區基山街51號,25.1087675,121.8454393,39,0,18,0,0,0,0,3,3,0,0
Chiens Sweet Desserts 小千?冰朴店-瑞芳九份特色冰店|必吃甜點|人氣冰店|天然燒仙草|芋圓|自製紅麴湯圓推薦,4.9,313,冰品飲料店,新北市瑞芳區輕便路55號,25.110257,121.8450846,39,0,18,0,0,0,0,3,3,0,0
小屋 Xiao wu,5.0,15,冰品飲料店,新北市瑞芳區鼻頭路3號,25.1246969,121.9160044,8,0,4,0,0,0,0,0,1,0,0
超大杯冷熱飲專賣店,4.1,119,冰品飲料店,新北市瑞芳區明燈路三段55號,25.1080669,121.8061735,37,0,22,1,0,0,0,5,2,0,1
?燈 Golden 1889,4.1,91,冰品飲料店,"新北市瑞芳區基山街114號No.114, Jishan St. Ruifang Dist224",25.1084417,121.8438535,37,0,18,0,0,0,0,2,2,0,0
MILO 手作成飲,4.8,32,冰品飲料店,新北市瑞芳區建基路二段106-1號昭明宮前廣場,25.1329014,121.8119515,16,0,4,0,0,0,0,1,0,0,1
漁家小棧,5.0,36,冰品飲料店,新北市瑞芳區鼻頭路165號,25.122294,121.915712,11,0,4,0,0,0,0,0,1,0,0
黑炫蔬食音樂咖啡館 Action Vege Cafe & Live music,4.8,243,冰品飲料店,新北市瑞芳區洞頂路149號,25.1213353,121.8614168,28,0,2,0,0,0,0,0,1,0,0
臺二線模範冰 【7-11鼻頭角門市二樓】,4.9,313,冰品飲料店,新北市瑞芳區鼻頭路227之4號二樓 7-11鼻頭角門市二樓,25.1239423,121.9141353,8,0,4,0,0,0,0,0,1,0,0
瑞芳小鎮咖啡,4.5,90,冰品飲料店,新北市瑞芳區瑞芳街45號,25.1094715,121.8061527,38,0,22,1,0,0,0,5,2,0,1
紅茶老店(瑞芳美食街),4.2,262,無酒精飲料店,新北市瑞芳區民生街35巷,25.1069789,121.8055691,38,0,22,1,0,0,0,5,2,0,1
CoCo都可 瑞芳店,4.5,183,珍珠奶茶,新北市瑞芳區民生街13號,25.1078075,121.8060429,37,0,22,1,0,0,0,5,2,0,1
九份基山街幸福堂（舊道口店）,2.1,21,珍珠奶茶,新北市瑞芳區基山街5號,25.1093439,121.845571,39,0,18,0,0,0,0,3,3,0,0
阿伯花生捲冰,5.0,1,冰品飲料店,新北市瑞芳區民生街14號(門口,25.1077165,121.8058459,38,0,22,1,0,0,0,5,2,0,1
阿柑姨芋圓,4.2,1,冰品飲料店,新北市瑞芳區豎崎路5號,25.1077498,121.84365,37,0,18,0,0,0,0,2,2,0,0
543飲料店,2.0,6,冰品飲料店,新北市瑞芳區,25.1106304,121.8466162,43,0,18,0,0,0,0,3,3,0,0
定迎九份老街1號店,4.6,10,茶葉店,新北市瑞芳區基山街21號,25.1093408,121.8453451,39,0,18,0,0,0,0,3,3,0,0
九久芬芳果菜,1.1,15,冰品飲料店,新北市瑞芳區,25.1082294,121.8437612,37,0,18,0,0,0,0,2,2,0,0
Kgift_手信茶屋,4.3,3,冰品飲料店,新北市瑞芳區汽車路93號,25.1095694,121.8430114,35,0,18,0,0,0,0,2,2,0,0
晶好呷冰?室,5.0,112,冰品飲料店,新北市瑞芳區中山路70號,25.1066373,121.8028314,41,0,21,1,0,0,0,5,2,0,1
酋長岩紅茶,4.7,35,冰品飲料店,新北市瑞芳區深澳路12-3號,25.1306312,121.8187903,13,0,3,0,0,0,0,1,0,0,0
九份好韻茶葉,4.9,96,中式茶館,新北市瑞芳區基山街173-1號,25.1079381,121.8433913,36,0,18,0,0,0,0,2,2,0,0
鹹芝士奶蓋茶,0.0,0,無酒精飲料店,新北市瑞芳區民生街,25.1075498,121.8059672,37,0,22,1,0,0,0,5,2,0,1
春和茶水攤-碇內店,4.8,21,冰品飲料店,基隆市暖暖區碇內街12號,25.0983147,121.7546095,28,0,6,0,0,0,0,3,1,0,1
貓村食玩咖啡屋,4.8,224,冰品飲料店,新北市瑞芳區柴寮路64號,25.0872707,121.8277039,25,0,5,0,0,0,0,0,0,0,1
榕?製茶,5.0,1,茶葉店,新北市瑞芳區瑞芳街91號,25.1095641,121.8060651,38,0,22,1,0,0,0,5,2,0,1
茶與布朗-基隆新豐店,4.9,83,冰品飲料店,基隆市中正區新豐街265號1樓,25.1361364,121.7878312,31,0,6,0,0,0,0,0,0,0,0
阿妹茶樓,4.0,4,茶藝館,新北市瑞芳區市下巷20號,25.1085634,121.8436065,37,0,18,0,0,0,0,2,2,0,0
Bubble Pink 一茶九頂,0.0,0,冰品飲料店,新北市瑞芳區山尖路174號,25.1120277,121.8477917,47,0,18,0,0,0,0,4,4,0,0
可不可熟成紅茶-基隆深溪店,4.1,75,冰品飲料店,基隆市信義區深溪路156號1樓,25.1341451,121.7826822,29,0,5,0,0,0,0,0,0,0,0
薰茶屋,0.0,0,茶葉店,"No. 36, 車站前, 瑞芳區新北市224",25.0868673,121.8273931,23,0,5,0,0,0,0,0,0,0,1
礦山人茶坊,0.0,0,茶藝館,新北市瑞芳區崙頂路39號之2號,25.1068963,121.8457222,40,0,18,0,0,0,0,3,3,0,0
臺灣之寶茗茶 （九份門市）高山茶/烏龍/老茶,4.7,32,茶葉店,新北市瑞芳區基山街73號,25.1084357,121.8450325,38,0,18,0,0,0,0,3,2,0,0
潛嚐,5.0,11,冰品飲料店,新北市貢寮區龍洞街62-1號,25.1176379,121.9160072,16,0,7,0,0,0,0,0,1,0,0
龍洞冰棧,5.0,15,冰品飲料店,新北市貢寮區龍洞街36-1號,25.1115691,121.9157514,12,0,4,0,0,0,0,0,0,0,0
海享喝一夏,5.0,239,冰品飲料店,新北市貢寮區龍洞街12-3號,25.1117274,121.9182517,12,0,4,0,0,0,0,0,0,0,0
茶聚CHAGE基隆孝三店｜香片領導品牌＿手搖飲料店外帶外送加盟推薦、在地美食飲料茶飲創業加盟,4.0,78,冰品飲料店,基隆市仁愛區孝三路96號1樓,25.131037,121.7400491,30,0,1,0,0,0,0,0,0,0,0
開山茶行,0.0,0,茶葉店,新北市瑞芳區中山路143號,25.106355,121.8027891,41,0,21,1,0,0,0,5,2,0,1
地方茶苑,4.5,8,冰品飲料店,基隆市信義區東信路109號,25.128023,121.7643036,12,0,4,0,0,0,0,0,0,0,0
CoCo都可 基隆海豐店,4.3,178,冰品飲料店,基隆市中正區新豐街306號,25.135917,121.7871357,29,0,5,0,0,0,0,0,0,0,0
湯增 鮮果頂級茶飲,4.8,460,冰品飲料店,基隆市信義區東信路200號,25.128309,121.7634166,12,0,4,0,0,0,0,0,0,0,0
十八味養身茶 昇暘號 (年輕十八歲),3.6,7,冰品飲料店,基隆市信義區東信路157號,25.1278864,121.7624007,13,0,4,0,0,0,0,0,0,0,0
COMEBUY_基隆新豐店,4.1,170,冰品飲料店,基隆市中正區新豐街365號,25.1355088,121.7860976,26,0,5,0,0,0,0,0,0,0,0
快可立飲料雞排店,4.5,71,冰品飲料店,基隆市暖暖區源遠路164號,25.0981904,121.7491737,15,0,4,0,0,0,0,0,0,0,0
海有個地方,4.6,125,冰品飲料店,基隆市中正區北寧路389號,25.1371774,121.8029653,20,0,4,0,0,0,0,0,0,0,1
姊妹四季冰品,4.1,41,冰品飲料店,基隆市暖暖區東碇路374號,25.0951794,121.7495657,11,0,4,0,0,0,0,0,0,0,0
清心福全基隆深溪門市,3.2,66,冰品飲料店,基隆市信義區深溪路106號,25.1335999,121.7825999,30,0,5,0,0,0,0,0,0,0,0
COMEBUY_基隆海洋店,3.6,62,冰品飲料店,基隆市中正區中正路820號,25.1509009,121.7719631,14,0,1,0,0,0,0,0,0,0,0
熊Q粉圓冰/手工麻糬,5.0,10,冰品飲料店,基隆市暖暖區源遠路290-1號,25.0993319,121.7580523,29,0,6,0,0,0,0,3,1,0,1
「逸茶殿」-萬里人氣手搖飲專賣店｜特色冰沙｜平價飲品,4.8,37,冰品飲料店,新北市萬里區瑪鋉路59號,25.1762739,121.6879532,31,0,4,0,0,0,0,3,3,0,0
清心福全基隆信二店-珍珠奶茶手搖飲料專賣店,3.2,156,冰品飲料店,基隆市信義區信二路185號201,25.1295287,121.7504087,22,0,2,0,0,0,0,0,0,0,0
冰點,4.1,312,冰品飲料店,基隆市中正區北寧路347號,25.1399852,121.7967183,24,0,4,0,0,0,0,0,0,0,1
一木甜 海科館美食,4.9,1,冰品飲料店,基隆市中正區北寧路367 號,25.1401352,121.7992503,22,0,4,0,0,0,0,0,0,0,1
廖老大,4.4,68,冰品飲料店,新北市瑞芳區明燈路三段39-2號,25.107886,121.8068634,35,0,22,1,0,0,0,5,3,0,1
春和茶水攤-基隆信二店,0.0,0,冰品飲料店,基隆市信義區信二路25號,25.1289376,121.7568907,11,0,5,0,0,0,0,0,0,0,0
清心福全-碇坪店 珍珠奶茶手 搖飲料專賣店,3.8,22,無酒精飲料店,新北市石碇區碇坪路一段12號,25.0060057,121.6514252,20,0,1,0,0,0,0,0,0,0,0
榮鳳茗茶,5.0,2,茶葉店,新北市石碇區石碇東街65號,24.990688,121.6610075,20,0,5,0,0,0,0,0,1,0,0
永添茗茶,4.9,20,茶葉店,新北市石碇區碇坪路一段140號,24.9914943,121.6599621,20,0,5,0,0,0,0,0,1,0,0
?新北石碇?一元茶坊56號+永安里辦公處,4.8,6,茶葉店,新北市石碇區北宜路六段塗潭巷56號,24.9352914,121.6526147,0,0,3,0,0,0,0,0,0,0,0
定石野茶,4.7,18,茶藝館,新北市石碇區橫坪道路6號,24.9697853,121.6669549,0,0,1,0,0,0,0,0,0,0,0
雲海貓茶館 Mini Cat Tea House,4.7,9,冰品飲料店,"二格公園停車場, 1號, 石碇區新北市223",24.9564855,121.6241369,12,0,1,0,0,0,0,1,0,0,0
陳小姐飲料店,5.0,20,飲品分銷商,新北市石碇區10號,24.9888252,121.6790688,2,0,1,0,0,0,0,0,0,0,0
黑狗兄茶園,4.5,4,茶葉店,新北市石碇區北宜路六段塗潭巷50號1樓,24.9349374,121.652043,0,0,3,0,0,0,0,0,0,0,0
逢春茶莊,4.4,170,中式茶館,新北市石碇區石碇東街28號,24.9911493,121.6601415,20,0,5,0,0,0,0,0,1,0,0
貴仁茶園,4.9,8,茶葉店,新北市石碇區223 柑 腳 巷 3 號,24.9380349,121.6591348,4,0,3,0,0,0,0,0,0,0,0
十方茶緣,4.8,6,茶藝館,新北市石碇區石碇東街18號,24.9907294,121.6608418,19,0,5,0,0,0,0,0,1,0,0
練家蜂蜜石花凍,4.6,95,冰品飲料店,新北市石門區中央路28號,25.2921926,121.5680312,18,0,1,0,0,0,0,2,2,0,0
超鄭石花凍,4.6,421,冰品飲料店,新北市石門區253 公 地 2 鄰 28 號,25.2898099,121.546163,17,0,3,0,0,0,0,1,1,0,0
頭圍製茶,4.3,9,茶葉店,新北市石門區富基里13鄰楓林64-1號,25.2694126,121.5421474,13,0,2,0,0,0,0,0,0,0,0
A Good Day 海景咖啡廳,4.9,67,冰品飲料店,新北市石門區58之15號,25.2872158,121.5311832,19,0,2,0,0,0,0,0,0,0,0
喝套套,5.0,3,冰品飲料店,新北市石門區老梅路68號老梅村,25.289154,121.5468048,17,0,3,0,0,0,0,1,1,0,0
葛夏手搖飲料,5.0,3,冰品飲料店,新北市石門區崁子腳58之14,25.287138,121.531196,19,0,2,0,0,0,0,0,0,0,0
綠石槽黑糖剉冰,5.0,5,冰品飲料店,新北市石門區公地16之8號,25.2907403,121.5455874,17,0,3,0,0,0,0,1,1,0,0
草里製茶廠/一良茶屋/來訪先FB詢問以免無人在喔!!,5.0,15,茶葉店,新北市石門區14號,25.2643214,121.602779,3,0,3,0,0,0,0,0,0,0,0
泰國椰子王,0.0,0,冰品飲料店,新北市石門區號,25.2840191,121.5216613,8,0,1,0,0,0,0,0,0,0,0
楓林製茶,4.4,20,茶葉店,新北市石門區楓林路58號,25.2727346,121.5427271,14,0,2,0,0,0,0,0,0,0,0
春品製茶,5.0,4,茶葉店,新北市石門區草埔尾路19之3號,25.2631864,121.6026323,3,0,3,0,0,0,0,0,0,0,0
新北市石門區草里里草埔尾路19之3號,0.0,0,茶葉店,新北市石門區草埔尾路19之3號,25.2631361,121.6025648,3,0,3,0,0,0,0,0,0,0,0
金山仙草茶,3.0,2,冰品飲料店,新北市金山區金包里街102號,25.2219377,121.6383711,44,0,31,0,0,0,2,14,3,0,0
金輪轉甜水堂,4.7,181,冰品飲料店,台北市萬華區昆明街230號,25.0401485,121.504187,77,34,142,2,6,3,2,12,8,4,1
開心複合式甜品,4.5,17,冰品飲料店,台北市萬華區昆明街262號1樓,25.0392313,121.5039952,83,32,139,2,6,3,2,13,8,3,1
茶湯會-萬華康定店,3.0,120,冰品飲料店,台北市萬華區康定路213號,25.0358051,121.5014852,73,32,115,2,3,3,3,21,11,3,1
甜先生,4.5,44,冰品飲料店,台北市萬華區和平西路三段109巷9號,25.035873,121.500532,72,23,110,2,2,1,3,21,12,2,1
天仁茗茶 西門店,3.7,169,珍珠奶茶,台北市萬華區西寧南路76號,25.0429813,121.5058717,73,30,138,1,6,3,1,16,8,4,0
延三仙草奶凍,4.8,20,冰品飲料店,台北市萬華區華西街夜市187號,25.0395016,121.4984546,59,28,103,2,5,1,2,21,6,1,1
德安茶水舖,4.8,28,冰品飲料店,台北市萬華區西昌街220號,25.037038,121.500476,75,29,106,2,3,2,2,21,11,1,1
好了啦紅茶冰-萬華廣州店,4.9,60,冰品飲料店,台北市萬華區廣州街158號,25.0366009,121.4991352,63,22,92,2,1,1,2,21,9,2,1
漢密斯老師,0.0,0,冰品飲料店,台北市萬華區長沙街二段91號,25.0406073,121.504708,78,35,144,2,6,3,2,12,7,4,1
泰香14,5.0,2,冰品飲料店,台北市萬華區廣州街221號,25.0367929,121.4989819,64,21,91,2,2,1,2,21,9,2,1
600cc木瓜牛奶,4.1,332,冰品飲料店,台北市萬華區武昌街二段122號,25.0453026,121.5040088,58,26,113,1,6,2,1,11,4,6,0
摸摸茶舖 TouchTea-西門創始店,5.0,4,冰品飲料店,台北市萬華區內江街166號1樓,25.0417148,121.500974,67,31,124,2,6,2,2,15,5,3,1
台北牛乳大王,3.2,492,冰品飲料店,台北市萬華區成都路70號,25.0428349,121.505156,72,32,138,2,6,3,1,14,8,4,0
麥吉machi machi 西門店,4.3,965,珍珠奶茶,台北市萬華區中華路一段162-2號,25.0416212,121.5076795,79,50,161,1,6,4,1,16,11,4,0
IM cafe' 雨焰商行 x 阿波伯楊桃,4.8,349,冰品飲料店,台北市萬華區西寧南路212號1樓,25.0383434,121.5062513,86,35,145,2,6,3,2,14,13,3,1
現榨甘蔗汁,5.0,7,冰品飲料店,台北市萬華區華西街45-47號,25.0375211,121.498413,63,22,88,2,2,1,2,21,8,1,1
李記紅茶冰萬華環南店,3.8,53,冰品飲料店,台北市萬華區環河南路二段175巷5號,25.0326632,121.4925134,34,15,69,2,0,1,2,19,9,7,1
Tea Water 茶水格格 西門店,4.4,227,珍珠奶茶,台北市萬華區昆明街186-1號,25.0412918,121.5043937,73,35,141,2,6,3,2,10,7,4,1
水豚飲君子台北西門店,3.8,45,冰品飲料店,台北市萬華區康定路148號1樓,25.0397797,121.5018601,75,31,130,2,6,2,2,17,6,3,1
禮采芙-西門概念店,3.3,3,冰品飲料店,台北市萬華區桂林路1號1樓,25.037703,121.5061818,86,36,154,2,6,3,3,14,13,1,1
小豬餓餓 甜品店(雪花冰、湯圓、甜點-不定休公告於IG),5.0,89,冰品飲料店,台北市萬華區西寧南路90巷5號,25.0421782,121.5056719,75,33,141,2,6,4,1,15,7,4,0
萬華林建發仙草冰燒仙草,4.4,1,冰品飲料店,台北市萬華區艋舺大道138號,25.0329804,121.501742,64,17,100,3,0,2,3,24,13,2,1
李記紅茶冰 萬華東園店,4.6,49,冰品飲料店,台北市萬華區東園街59號,25.0270416,121.4960474,39,11,56,1,0,1,0,19,13,3,1
Fuss TEA 發茶 1號店,4.9,129,冰品飲料店,台北市萬華區西園路二段230號,25.0283376,121.4950885,41,13,53,2,0,1,1,21,13,5,1
Tree搭,5.0,6,冰品飲料店,台北市萬華區廣州街273號對面龍山校門前攤位,25.036888,121.496124,48,14,70,2,0,1,2,21,9,6,1
怡品冰?室,4.5,223,冰品飲料店,台北市萬華區梧州街68號,25.035546,121.497488,58,15,81,3,0,1,2,21,10,5,1
冰封仙果「西門町必吃雪花冰店」UNA 雪怪最可愛的雪花冰，大家都推薦不吃不可,4.5,865,冰品飲料店,台北市萬華區中華路一段114巷18號1樓,25.0438968,121.5075519,75,53,152,1,6,4,0,16,8,5,0
茗茶香 西園店,4.2,48,冰品飲料店,台北市萬華區西園路二段140巷28號,25.0308391,121.4955832,44,16,74,2,0,1,2,23,12,6,1
春陽茶事萬華東園店,3.4,114,冰品飲料店,台北市萬華區東園街28巷40號,25.0266587,121.4949794,32,8,46,1,0,0,0,18,12,4,1
龍都冰果專業家,4.2,3,冰品飲料店,台北市萬華區和平西路三段192號,25.0351979,121.4973344,56,15,85,3,0,1,2,22,11,5,1
一支麥冰品店,4.2,731,冰品飲料店,台北市萬華區中華路一段114巷12號,25.0438746,121.5077733,75,54,153,1,6,4,0,15,8,5,0
康青龍 萬華東園店,4.0,95,冰品飲料店,台北市萬華區東園街109號,25.0253093,121.4968842,33,8,55,1,0,0,0,12,11,6,1
好吃粉條,4.4,32,冰品飲料店,台北市萬華區興寧街1號,25.0324323,121.5020247,65,16,99,2,0,2,3,22,13,2,1
冰雪蔬蔬,4.3,686,冰品飲料店,台北市萬華區環河南路二段71巷7號,25.0377346,121.4969931,54,15,74,2,1,1,2,20,8,1,1
拾?茶屋 萬華寶興店 /拾玖茶屋/ 19茶屋/ 十九茶屋,4.6,48,冰品飲料店,台北市萬華區寶興街74號,25.0262101,121.4941649,30,7,40,1,0,0,0,18,12,5,1
82紅茶+18%雞蛋糕,4.9,33,冰品飲料店,台北市萬華區桂林路77號,25.0384463,121.5021926,75,32,130,2,6,3,2,20,7,1,1
老派金魚Goldfish Bubbletea,4.6,1,珍珠奶茶,台北市萬華區昆明街88號,25.0453151,121.505344,64,29,118,1,6,2,0,12,4,6,0
九日咖啡（老店）9 Days Coffee,4.4,169,冰品飲料店,台北市萬華區廣州街213號,25.036767,121.49916,64,22,93,2,2,1,2,21,9,2,1
銘呈小讚新鮮茶飲專賣,4.7,51,冰品飲料店,台北市萬華區東園街28巷1號,25.0270227,121.4955825,36,10,52,1,0,1,0,19,13,3,1
綠豆薏仁東園店（小喬綠豆屋）,4.4,102,冰品飲料店,台北市萬華區東園街42號,25.0267897,121.4959741,37,11,51,1,0,1,0,17,13,3,1
空杯國際 - 青年店,2.6,97,冰品飲料店,台北市萬華區青年路134號,25.0223229,121.5024984,26,5,48,1,0,0,1,9,9,11,0
PG tea鴿子茶飲-萬華寶興店,4.4,25,冰品飲料店,台北市萬華區寶興街55號,25.0267723,121.4939585,31,7,41,1,0,0,0,18,12,6,1
德安青草店-百年傳承 / 德安堂中藥行 / 德安草本茶水? / 青草巷 / Herbal tea / 養生,4.9,475,冰品飲料店,台北市萬華區西昌街224巷11號,25.036934,121.500342,73,28,105,2,3,2,2,21,11,1,1
茗茶香寶興店,4.5,87,冰品飲料店,台北市萬華區寶興街87號,25.0259509,121.4944493,30,7,40,1,0,0,0,17,12,5,1
燒杯咖啡藝廚 Beaker ChefCafe,4.2,296,冰品飲料店,台北市萬華區西園路一段240號,25.0347733,121.4988246,61,17,96,3,0,1,3,21,11,2,1
杏玥冰坊,4.4,347,冰品飲料店,台北市萬華區寶興街129號,25.0250224,121.4949462,28,7,39,1,0,0,0,12,11,5,0
懷念愛玉冰,3.4,737,冰品飲料店,台北市萬華區廣州街202之1號,25.036702,121.4975105,59,16,77,2,1,1,2,20,10,3,1
