name,star,comment,class,address,latitude,longitude,school_counts,drink_counts,train_counts,bus_counts,park_counts,night_market_counts,sports_facilities_counts,mrt_counts,movie_theater_counts,hospital_counts,district,neighborhood,縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,行政區_x,平勳人流,行政區_y,刊登平均,成交平均
Dr.biin義式羊奶冰淇淋，冰果bingo手工冰淇淋,4.2,10,冰品飲料店,台北市南港區忠孝東路六段120號,25.0477879,121.5850198,5,56,1,39,26,1,15,2,0,0,南港區,萬福里,台北市,南港區,萬福里,1513.0,1498576.0,990.0,531.0,251.0,1149.0,1594.13,160.95,南港區,1979.4443366253836,南港區,1862.0,1864.0
Dr.biin義式羊奶冰淇淋，冰果bingo手工冰淇淋,4.2,10,冰品飲料店,台北市南港區忠孝東路六段120號,25.0477879,121.5850198,5,56,1,39,26,1,15,2,0,0,南港區,萬福里,新北市,深坑區,萬福里,800.0,589505.0,737.0,435.0,226.0,850.0,1103.32,149.73,南港區,1979.4443366253836,南港區,1862.0,1864.0
罔市手工粉圓-五分埔店,4.9,7,冰品飲料店,台北市信義區中坡北路39號,25.045872,121.580436,6,84,1,32,30,2,15,2,0,0,信義區,永吉里,台北市,信義區,永吉里,984.0,779983.0,793.0,461.0,220.0,904.0,1753.7,221.24,信義區,6517.593886918677,信義區,26656.0,26899.0
罔市手工粉圓-五分埔店,4.9,7,冰品飲料店,台北市信義區中坡北路39號,25.045872,121.580436,6,84,1,32,30,2,15,2,0,0,信義區,永吉里,新北市,三重區,永吉里,842.0,502879.0,597.0,403.0,206.0,739.0,656.92,109.99,信義區,6517.593886918677,信義區,26656.0,26899.0
罔市手工粉圓-五分埔店,4.9,7,冰品飲料店,台北市信義區中坡北路39號,25.045872,121.580436,6,84,1,32,30,2,15,2,0,0,信義區,永吉里,新北市,鶯歌區,永吉里,1410.0,760172.0,539.0,372.0,195.0,683.0,579.27,107.45,信義區,6517.593886918677,信義區,26656.0,26899.0
罔市手工粉圓-五分埔店,4.9,7,冰品飲料店,台北市信義區中坡北路39號,25.045872,121.580436,6,84,1,32,30,2,15,2,0,0,信義區,永吉里,新北市,淡水區,永吉里,259.0,176570.0,682.0,417.0,172.0,882.0,832.1,122.06,信義區,6517.593886918677,信義區,26656.0,26899.0
好孝果志業,4.6,63,冰品飲料店,台北市南港區忠孝東路六段21號11樓-6,25.0469765,121.5827381,6,69,1,36,27,1,16,2,0,0,南港區,合成里,台北市,南港區,合成里,2146.0,2391361.0,1114.0,555.0,250.0,1121.0,2256.29,202.48,南港區,1979.4443366253836,南港區,1862.0,1864.0
COMEBUY南港昆陽店,3.2,134,冰品飲料店,台北市南港區昆陽街140巷2號,25.0497527,121.5941628,4,12,0,31,17,0,5,1,0,0,南港區,新光里,台北市,南港區,新光里,1229.0,1247792.0,1015.0,487.0,230.0,1068.0,2886.01,284.25,南港區,1979.4443366253836,南港區,1862.0,1864.0
武郎豆花店,0.0,0,冰品飲料店,新北市汐止區弘道街9號,25.0487737,121.6171296,3,43,0,34,15,1,1,2,0,0,汐止區,橫科里,新北市,汐止區,橫科里,1509.0,1025118.0,679.0,442.0,223.0,825.0,789.32,116.19,汐止區,6702.558473164092,汐止區,1214.0,1208.0
添進茶園,4.6,7,茶葉店,台北市南港區舊莊街二段332號,25.0264728,121.6609689,0,6,0,2,0,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
余氏古厝,3.7,10,茶葉店,台北市南港區舊莊街二段316巷,25.0247221,121.6596593,0,6,0,2,0,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
陳土城茶莊,0.0,0,茶葉店,台北市南港區舊莊街二段318號,25.0245806,121.6619529,0,6,0,2,0,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
潘章 南山馨茶莊,4.0,1,茶葉店,台北市南港區舊莊街二段322號,25.0254102,121.6638402,0,6,0,2,0,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
余軟茶園,4.1,7,茶藝館,台北市南港區舊莊街二段316巷3號,25.0243499,121.6590535,0,6,0,0,0,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
南港茶業有限公司（魏靜時）,4.0,1,茶葉店,台北市南港區舊莊街二段164號,25.035036,121.631918,0,1,0,16,3,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
欽明有機茶園,5.0,6,茶葉店,台北市南港區舊莊街二段318-2號,25.0244712,121.6615752,0,6,0,2,0,0,0,0,0,0,南港區,舊莊里,台北市,南港區,舊莊里,2701.0,1878385.0,695.0,438.0,210.0,874.0,868.88,124.94,南港區,1979.4443366253836,南港區,1862.0,1864.0
萬波島嶼紅茶 汐止忠孝店,3.4,99,冰品飲料店,新北市汐止區南昌街51號,25.0684108,121.6633285,5,40,1,89,7,0,3,0,0,1,汐止區,新昌里,新北市,汐止區,新昌里,1835.0,1402096.0,764.0,492.0,229.0,989.0,943.93,123.54,汐止區,6702.558473164092,汐止區,1214.0,1208.0
?吟水吧?南港創始店,4.6,7,冰品飲料店,台北市南港區重陽路530號,25.0614001,121.6126908,6,69,0,49,13,0,4,4,1,0,南港區,三重里,台北市,南港區,三重里,2937.0,5567211.0,1896.0,893.0,335.0,2207.0,3854.76,203.36,南港區,1979.4443366253836,南港區,1862.0,1864.0
得正#土城裕民計劃,4.2,123,冰品飲料店,新北市土城區裕民路155號,24.9859223,121.4523077,4,71,0,77,21,0,12,1,0,2,土城區,樂利里,新北市,土城區,樂利里,1536.0,968196.0,630.0,423.0,229.0,789.0,688.58,109.24,土城區,8855.698624785598,土城區,12959.0,13125.0
五桐號WooTEA新北土城學府店,2.4,214,冰品飲料店,新北市土城區學府路一段175號,24.9851229,121.4524324,4,67,0,75,23,0,12,1,0,2,土城區,學府里,台北市,大安區,學府里,681.0,667530.0,980.0,562.0,241.0,1226.0,1182.56,120.64,土城區,8855.698624785598,土城區,12959.0,13125.0
五桐號WooTEA新北土城學府店,2.4,214,冰品飲料店,新北市土城區學府路一段175號,24.9851229,121.4524324,4,67,0,75,23,0,12,1,0,2,土城區,學府里,新北市,土城區,學府里,1048.0,706258.0,674.0,456.0,219.0,829.0,735.14,109.09,土城區,8855.698624785598,土城區,12959.0,13125.0
五桐號WooTEA新北土城學府店,2.4,214,冰品飲料店,新北市土城區學府路一段175號,24.9851229,121.4524324,4,67,0,75,23,0,12,1,0,2,土城區,學府里,新北市,淡水區,學府里,1450.0,914543.0,631.0,383.0,181.0,780.0,851.9,135.07,土城區,8855.698624785598,土城區,12959.0,13125.0
CoCo都可 土城廣福店,3.8,298,冰品飲料店,新北市土城區學府路一段146號,24.9871727,121.4549296,5,73,0,88,23,0,12,1,0,2,土城區,埤林里,新北市,土城區,埤林里,2749.0,2188005.0,796.0,485.0,234.0,1014.0,965.11,121.26,土城區,8855.698624785598,土城區,12959.0,13125.0
巴布貝兒 綠豆冰沙專賣店,5.0,11,冰品飲料店,新北市土城區學府路一段143巷37號對面號,24.9852231,121.4543054,4,69,0,78,26,0,11,1,0,2,土城區,學府里,台北市,大安區,學府里,681.0,667530.0,980.0,562.0,241.0,1226.0,1182.56,120.64,土城區,8855.698624785598,土城區,12959.0,13125.0
巴布貝兒 綠豆冰沙專賣店,5.0,11,冰品飲料店,新北市土城區學府路一段143巷37號對面號,24.9852231,121.4543054,4,69,0,78,26,0,11,1,0,2,土城區,學府里,新北市,土城區,學府里,1048.0,706258.0,674.0,456.0,219.0,829.0,735.14,109.09,土城區,8855.698624785598,土城區,12959.0,13125.0
巴布貝兒 綠豆冰沙專賣店,5.0,11,冰品飲料店,新北市土城區學府路一段143巷37號對面號,24.9852231,121.4543054,4,69,0,78,26,0,11,1,0,2,土城區,學府里,新北市,淡水區,學府里,1450.0,914543.0,631.0,383.0,181.0,780.0,851.9,135.07,土城區,8855.698624785598,土城區,12959.0,13125.0
可不可熟成紅茶-土城學府店,3.5,267,冰品飲料店,新北市土城區學府路一段177號,24.9851222,121.4524238,4,67,0,75,23,0,12,1,0,2,土城區,學府里,台北市,大安區,學府里,681.0,667530.0,980.0,562.0,241.0,1226.0,1182.56,120.64,土城區,8855.698624785598,土城區,12959.0,13125.0
可不可熟成紅茶-土城學府店,3.5,267,冰品飲料店,新北市土城區學府路一段177號,24.9851222,121.4524238,4,67,0,75,23,0,12,1,0,2,土城區,學府里,新北市,土城區,學府里,1048.0,706258.0,674.0,456.0,219.0,829.0,735.14,109.09,土城區,8855.698624785598,土城區,12959.0,13125.0
可不可熟成紅茶-土城學府店,3.5,267,冰品飲料店,新北市土城區學府路一段177號,24.9851222,121.4524238,4,67,0,75,23,0,12,1,0,2,土城區,學府里,新北市,淡水區,學府里,1450.0,914543.0,631.0,383.0,181.0,780.0,851.9,135.07,土城區,8855.698624785598,土城區,12959.0,13125.0
tea's原味 土城青雲店,4.1,169,冰品飲料店,新北市土城區青雲路213號,24.982048,121.459245,5,57,0,73,27,0,12,0,0,1,土城區,清溪里,新北市,土城區,清溪里,1946.0,1324949.0,681.0,443.0,218.0,861.0,779.8,114.53,土城區,8855.698624785598,土城區,12959.0,13125.0
老賴茶棧土城學府店,3.6,134,冰品飲料店,新北市土城區學府路一段193號,24.9847749,121.4521424,4,64,0,72,25,0,12,1,1,2,土城區,學府里,台北市,大安區,學府里,681.0,667530.0,980.0,562.0,241.0,1226.0,1182.56,120.64,土城區,8855.698624785598,土城區,12959.0,13125.0
老賴茶棧土城學府店,3.6,134,冰品飲料店,新北市土城區學府路一段193號,24.9847749,121.4521424,4,64,0,72,25,0,12,1,1,2,土城區,學府里,新北市,土城區,學府里,1048.0,706258.0,674.0,456.0,219.0,829.0,735.14,109.09,土城區,8855.698624785598,土城區,12959.0,13125.0
老賴茶棧土城學府店,3.6,134,冰品飲料店,新北市土城區學府路一段193號,24.9847749,121.4521424,4,64,0,72,25,0,12,1,1,2,土城區,學府里,新北市,淡水區,學府里,1450.0,914543.0,631.0,383.0,181.0,780.0,851.9,135.07,土城區,8855.698624785598,土城區,12959.0,13125.0
黑特茶人文飲品專賣店,3.9,54,冰品飲料店,新北市土城區學府路一段70號,24.988339,121.4567661,6,79,0,89,19,0,14,1,0,2,土城區,廣興里,新北市,新店區,廣興里,316.0,182499.0,578.0,352.0,183.0,642.0,712.1,123.3,土城區,8855.698624785598,土城區,12959.0,13125.0
黑特茶人文飲品專賣店,3.9,54,冰品飲料店,新北市土城區學府路一段70號,24.988339,121.4567661,6,79,0,89,19,0,14,1,0,2,土城區,廣興里,新北市,土城區,廣興里,1121.0,757969.0,676.0,459.0,224.0,873.0,699.47,103.45,土城區,8855.698624785598,土城區,12959.0,13125.0
清心福全（土城清水店）,3.4,85,冰品飲料店,新北市土城區清水路168號,24.9814641,121.4599689,4,50,0,73,26,0,12,0,0,1,土城區,永豐里,新北市,三重區,永豐里,1645.0,966508.0,588.0,392.0,196.0,756.0,644.59,109.71,土城區,8855.698624785598,土城區,12959.0,13125.0
清心福全（土城清水店）,3.4,85,冰品飲料店,新北市土城區清水路168號,24.9814641,121.4599689,4,50,0,73,26,0,12,0,0,1,土城區,永豐里,新北市,土城區,永豐里,1308.0,1028711.0,786.0,480.0,240.0,968.0,959.65,122.02,土城區,8855.698624785598,土城區,12959.0,13125.0
日春木瓜牛奶-新北土城店,4.4,9,果汁,新北市土城區金城路二段218-1號,24.9825398,121.4563409,5,54,0,71,31,0,12,1,0,1,土城區,柑林里,新北市,土城區,柑林里,1227.0,1098207.0,895.0,596.0,262.0,1118.0,1603.89,179.2,土城區,8855.698624785598,土城區,12959.0,13125.0
清心福全土城裕生店-珍珠奶茶手搖飲料專賣店,3.1,155,冰品飲料店,新北市土城區裕民路97號,24.9870499,121.4507526,4,72,0,70,17,0,12,1,0,2,土城區,學成里,新北市,土城區,學成里,1047.0,659748.0,630.0,423.0,219.0,810.0,662.93,105.21,土城區,8855.698624785598,土城區,12959.0,13125.0
木昂手作 土城裕民店/茶攤手搖/,4.7,35,冰品飲料店,新北市土城區裕民路68號福氣櫃-貨櫃號碼Ａ1,24.9872409,121.4492555,4,67,0,59,17,0,10,1,0,2,土城區,裕生里,新北市,土城區,裕生里,1650.0,1129972.0,685.0,427.0,206.0,857.0,956.07,139.61,土城區,8855.698624785598,土城區,12959.0,13125.0
迷客夏 Milksha 新北裕民店(土城裕民),3.5,310,冰品飲料店,新北市土城區裕民路87號,24.9873288,121.4503349,4,72,0,64,17,0,13,1,0,2,土城區,樂利里,新北市,土城區,樂利里,1536.0,968196.0,630.0,423.0,229.0,789.0,688.58,109.24,土城區,8855.698624785598,土城區,12959.0,13125.0
好了啦紅茶冰－土城裕民店,4.7,3,冰品飲料店,新北市土城區裕民路68號,24.98744,121.449488,4,69,0,60,17,0,10,1,0,2,土城區,樂利里,新北市,土城區,樂利里,1536.0,968196.0,630.0,423.0,229.0,789.0,688.58,109.24,土城區,8855.698624785598,土城區,12959.0,13125.0
白巷子土城海山店,4.1,63,冰品飲料店,新北市土城區海山路40號,24.9870766,121.4491314,4,63,0,59,15,0,10,1,0,2,土城區,裕生里,新北市,土城區,裕生里,1650.0,1129972.0,685.0,427.0,206.0,857.0,956.07,139.61,土城區,8855.698624785598,土城區,12959.0,13125.0
圓石 Teabar 土城龍山店,4.4,70,冰品飲料店,新北市土城區龍山二街87號1樓,24.9798948,121.449458,3,70,0,64,26,0,7,2,1,2,土城區,明德里,新北市,新店區,明德里,1419.0,1300072.0,916.0,488.0,233.0,1067.0,1608.13,175.52,土城區,8855.698624785598,土城區,12959.0,13125.0
圓石 Teabar 土城龍山店,4.4,70,冰品飲料店,新北市土城區龍山二街87號1樓,24.9798948,121.449458,3,70,0,64,26,0,7,2,1,2,土城區,明德里,新北市,中和區,明德里,1100.0,658186.0,598.0,402.0,200.0,770.0,726.94,121.49,土城區,8855.698624785598,土城區,12959.0,13125.0
圓石 Teabar 土城龍山店,4.4,70,冰品飲料店,新北市土城區龍山二街87號1樓,24.9798948,121.449458,3,70,0,64,26,0,7,2,1,2,土城區,明德里,新北市,土城區,明德里,2173.0,1952224.0,898.0,564.0,251.0,1192.0,1168.23,130.03,土城區,8855.698624785598,土城區,12959.0,13125.0
Tea's原味 土城中央店(來店自取，買五送一),4.1,156,冰品飲料店,新北市土城區中央路一段271號,24.9848022,121.4447865,3,58,0,48,18,0,2,1,1,1,土城區,日和里,新北市,土城區,日和里,2191.0,1800995.0,822.0,482.0,240.0,988.0,1195.44,145.43,土城區,8855.698624785598,土城區,12959.0,13125.0
土城芒果冰大王,4.0,116,冰品飲料店,新北市土城區青雲路216號,24.9816526,121.4590295,4,52,0,75,27,0,12,0,0,1,土城區,清溪里,新北市,土城區,清溪里,1946.0,1324949.0,681.0,443.0,218.0,861.0,779.8,114.53,土城區,8855.698624785598,土城區,12959.0,13125.0
鮮茶道土城延和店,3.9,52,冰品飲料店,新北市土城區延和路64號,24.9890761,121.4659422,3,54,0,78,16,0,9,0,0,0,土城區,安和里,新北市,新店區,安和里,2567.0,2135067.0,832.0,485.0,226.0,1006.0,1452.61,174.65,土城區,8855.698624785598,土城區,12959.0,13125.0
鮮茶道土城延和店,3.9,52,冰品飲料店,新北市土城區延和路64號,24.9890761,121.4659422,3,54,0,78,16,0,9,0,0,0,土城區,安和里,新北市,中和區,安和里,1047.0,967732.0,924.0,549.0,240.0,1155.0,1146.2,124.01,土城區,8855.698624785598,土城區,12959.0,13125.0
鮮茶道土城延和店,3.9,52,冰品飲料店,新北市土城區延和路64號,24.9890761,121.4659422,3,54,0,78,16,0,9,0,0,0,土城區,安和里,新北市,土城區,安和里,1459.0,827914.0,567.0,392.0,205.0,734.0,605.84,106.77,土城區,8855.698624785598,土城區,12959.0,13125.0
鮮茶道土城延和店,3.9,52,冰品飲料店,新北市土城區延和路64號,24.9890761,121.4659422,3,54,0,78,16,0,9,0,0,0,土城區,安和里,新北市,永和區,安和里,1302.0,1153109.0,886.0,553.0,247.0,1121.0,1127.23,127.28,土城區,8855.698624785598,土城區,12959.0,13125.0
功夫茶 KUNGFUTEA 土城中央店,4.3,118,冰品飲料店,新北市土城區中央路一段195號,24.9869407,121.4460896,4,55,0,43,17,0,3,1,1,1,土城區,日新里,新北市,土城區,日新里,1332.0,805442.0,605.0,395.0,201.0,747.0,736.83,121.85,土城區,8855.698624785598,土城區,12959.0,13125.0
寶島紅茶冰土城中央店｜在地美食｜必喝飲料茶飲推薦,2.3,3,冰品飲料店,新北市土城區中央路一段279號,24.9845695,121.4446548,3,58,0,47,18,0,2,1,1,1,土城區,日和里,新北市,土城區,日和里,2191.0,1800995.0,822.0,482.0,240.0,988.0,1195.44,145.43,土城區,8855.698624785598,土城區,12959.0,13125.0
萬波島嶼紅茶土城裕民店,3.9,230,珍珠奶茶,新北市土城區裕民路22號,24.9885419,121.4476092,4,66,0,51,17,0,7,1,0,1,土城區,裕生里,新北市,土城區,裕生里,1650.0,1129972.0,685.0,427.0,206.0,857.0,956.07,139.61,土城區,8855.698624785598,土城區,12959.0,13125.0
TEA TOP第一味 土城青雲店,4.0,20,冰品飲料店,新北市土城區青雲路352號,24.9744113,121.4585504,1,13,0,40,20,0,4,0,0,1,土城區,清和里,新北市,三重區,清和里,1385.0,1121215.0,810.0,500.0,230.0,1010.0,995.99,123.03,土城區,8855.698624785598,土城區,12959.0,13125.0
TEA TOP第一味 土城青雲店,4.0,20,冰品飲料店,新北市土城區青雲路352號,24.9744113,121.4585504,1,13,0,40,20,0,4,0,0,1,土城區,清和里,新北市,土城區,清和里,1752.0,935163.0,534.0,378.0,202.0,695.0,582.02,109.04,土城區,8855.698624785598,土城區,12959.0,13125.0
小茶齋-土城店,3.8,85,冰品飲料店,新北市土城區中央路二段78號,24.9790125,121.4422617,5,37,0,47,19,0,1,2,1,2,土城區,員福里,新北市,土城區,員福里,1644.0,981696.0,597.0,394.0,194.0,735.0,743.93,124.58,土城區,8855.698624785598,土城區,12959.0,13125.0
冰巢土城(冬天現煮|紅豆湯|燒仙草|花生湯|桂花桂圓紫米粥),5.0,241,冰品飲料店,新北市土城區中央路一段267巷11號一樓,24.9850767,121.4455505,4,58,0,48,18,0,2,1,1,2,土城區,日新里,新北市,土城區,日新里,1332.0,805442.0,605.0,395.0,201.0,747.0,736.83,121.85,土城區,8855.698624785598,土城區,12959.0,13125.0
南果言茶品果飲專門店,5.0,138,冰品飲料店,新北市土城區中央路一段269之3號1樓,24.9851311,121.4450219,3,56,0,45,18,0,2,1,1,1,土城區,日新里,新北市,土城區,日新里,1332.0,805442.0,605.0,395.0,201.0,747.0,736.83,121.85,土城區,8855.698624785598,土城區,12959.0,13125.0
Tea芽-鮮奶飲品專賣店,4.4,26,冰品飲料店,新北市土城區中央路一段210號,24.985723,121.444978,3,52,0,42,17,0,3,1,1,1,土城區,日新里,新北市,土城區,日新里,1332.0,805442.0,605.0,395.0,201.0,747.0,736.83,121.85,土城區,8855.698624785598,土城區,12959.0,13125.0
酌飲 Coffee & Tea |手搖飲|飲料|外送|土城區|海山站|採用二砂糖健康飲品,5.0,126,冰品飲料店,新北市土城區明德路一段79號,24.9833635,121.4657042,3,51,0,62,19,0,8,0,0,0,土城區,永富里,新北市,土城區,永富里,1565.0,901810.0,576.0,391.0,204.0,731.0,610.16,105.89,土城區,8855.698624785598,土城區,12959.0,13125.0
COMEBUY 土城延吉店,4.0,148,冰品飲料店,新北市土城區延吉街266號,24.984525,121.4660206,3,51,0,58,19,0,7,0,0,0,土城區,廷寮里,新北市,土城區,廷寮里,1342.0,803007.0,598.0,409.0,211.0,785.0,613.92,102.6,土城區,8855.698624785598,土城區,12959.0,13125.0
麻古茶坊土城中央店,3.6,135,冰品飲料店,新北市土城區中央路二段143號,24.9768277,121.4420591,3,35,0,50,19,0,1,1,1,2,土城區,員林里,新北市,土城區,員林里,2651.0,2462255.0,929.0,581.0,259.0,1136.0,1583.93,170.53,土城區,8855.698624785598,土城區,12959.0,13125.0
龍角 Dragon Horn 土城中央店,4.3,132,冰品飲料店,新北市土城區中央路二段61巷20號1樓,24.9786469,121.4430853,5,38,0,49,19,0,1,2,1,2,土城區,員林里,新北市,土城區,員林里,2651.0,2462255.0,929.0,581.0,259.0,1136.0,1583.93,170.53,土城區,8855.698624785598,土城區,12959.0,13125.0
CoCo都可 土城中央店,3.6,206,冰品飲料店,新北市土城區中央路二段217號,24.9740238,121.44117,3,29,0,47,18,0,2,2,1,2,土城區,員信里,新北市,土城區,員信里,1353.0,813052.0,601.0,395.0,205.0,732.0,726.68,120.93,土城區,8855.698624785598,土城區,12959.0,13125.0
金城檸檬冰,4.4,296,冰品飲料店,新北市土城區金城路二段68號,24.9798263,121.4525823,4,58,0,56,31,0,11,1,1,2,土城區,柑林里,新北市,土城區,柑林里,1227.0,1098207.0,895.0,596.0,262.0,1118.0,1603.89,179.2,土城區,8855.698624785598,土城區,12959.0,13125.0
合口味豆花奶舖,3.4,74,冰品飲料店,新北市土城區裕民路50號,24.9881015,121.4483551,4,66,0,56,17,0,10,1,0,2,土城區,裕生里,新北市,土城區,裕生里,1650.0,1129972.0,685.0,427.0,206.0,857.0,956.07,139.61,土城區,8855.698624785598,土城區,12959.0,13125.0
果珍飲 Drinks,4.7,43,冰品飲料店,新北市土城區中正路67巷9號,24.9759736,121.4444223,4,33,0,52,19,0,1,1,1,2,土城區,員林里,新北市,土城區,員林里,2651.0,2462255.0,929.0,581.0,259.0,1136.0,1583.93,170.53,土城區,8855.698624785598,土城區,12959.0,13125.0
7074職人水果茶-土城必喝飲品|水果茶飲|特色茶飲|人氣茶飲|在地推薦飲料店|熱門飲料|手作辣椒醬|紫米紅豆湯,5.0,47,冰品飲料店,新北市土城區明德路一段198號,24.9778933,121.4616354,3,27,0,58,24,0,11,0,0,1,土城區,清和里,新北市,三重區,清和里,1385.0,1121215.0,810.0,500.0,230.0,1010.0,995.99,123.03,土城區,8855.698624785598,土城區,12959.0,13125.0
7074職人水果茶-土城必喝飲品|水果茶飲|特色茶飲|人氣茶飲|在地推薦飲料店|熱門飲料|手作辣椒醬|紫米紅豆湯,5.0,47,冰品飲料店,新北市土城區明德路一段198號,24.9778933,121.4616354,3,27,0,58,24,0,11,0,0,1,土城區,清和里,新北市,土城區,清和里,1752.0,935163.0,534.0,378.0,202.0,695.0,582.02,109.04,土城區,8855.698624785598,土城區,12959.0,13125.0
春陽茶事 土城亞東店,4.0,120,冰品飲料店,新北市土城區廣明街69號,24.9938093,121.4549115,3,64,0,66,15,0,13,1,0,2,土城區,瑞興里,新北市,土城區,瑞興里,838.0,561879.0,671.0,448.0,234.0,786.0,835.42,124.6,土城區,8855.698624785598,土城區,12959.0,13125.0
大苑子土城延和店,4.3,393,冰品飲料店,新北市土城區延和路37號,24.9893617,121.4659398,3,56,0,80,18,0,9,0,0,0,土城區,安和里,新北市,新店區,安和里,2567.0,2135067.0,832.0,485.0,226.0,1006.0,1452.61,174.65,土城區,8855.698624785598,土城區,12959.0,13125.0
大苑子土城延和店,4.3,393,冰品飲料店,新北市土城區延和路37號,24.9893617,121.4659398,3,56,0,80,18,0,9,0,0,0,土城區,安和里,新北市,中和區,安和里,1047.0,967732.0,924.0,549.0,240.0,1155.0,1146.2,124.01,土城區,8855.698624785598,土城區,12959.0,13125.0
大苑子土城延和店,4.3,393,冰品飲料店,新北市土城區延和路37號,24.9893617,121.4659398,3,56,0,80,18,0,9,0,0,0,土城區,安和里,新北市,土城區,安和里,1459.0,827914.0,567.0,392.0,205.0,734.0,605.84,106.77,土城區,8855.698624785598,土城區,12959.0,13125.0
大苑子土城延和店,4.3,393,冰品飲料店,新北市土城區延和路37號,24.9893617,121.4659398,3,56,0,80,18,0,9,0,0,0,土城區,安和里,新北市,永和區,安和里,1302.0,1153109.0,886.0,553.0,247.0,1121.0,1127.23,127.28,土城區,8855.698624785598,土城區,12959.0,13125.0
可不可熟成紅茶_土城明德店,3.7,203,冰品飲料店,新北市土城區明德路一段22號1樓,24.9848589,121.4650257,3,58,0,65,20,0,10,0,0,0,土城區,永富里,新北市,土城區,永富里,1565.0,901810.0,576.0,391.0,204.0,731.0,610.16,105.89,土城區,8855.698624785598,土城區,12959.0,13125.0
?鮮乳（土城明?店）,4.6,41,冰品飲料店,新北市土城區明峰街29號,24.9860133,121.4660027,3,54,0,67,18,0,8,0,0,0,土城區,金城里,新北市,土城區,金城里,1864.0,1229282.0,659.0,438.0,214.0,859.0,722.03,109.48,土城區,8855.698624785598,土城區,12959.0,13125.0
鮮自然-土城裕民門市,4.6,87,無酒精飲料店,新北市土城區裕民路133號,24.9865225,121.451565,5,73,0,75,21,0,12,1,0,2,土城區,樂利里,新北市,土城區,樂利里,1536.0,968196.0,630.0,423.0,229.0,789.0,688.58,109.24,土城區,8855.698624785598,土城區,12959.0,13125.0
清原芋圓 土城金城店,4.1,176,冰品飲料店,新北市土城區金城路三段151號,24.9884689,121.468569,3,47,0,60,12,0,4,0,0,0,土城區,平和里,新北市,三重區,平和里,402.0,197996.0,493.0,311.0,138.0,621.0,613.95,124.65,土城區,8855.698624785598,土城區,12959.0,13125.0
清原芋圓 土城金城店,4.1,176,冰品飲料店,新北市土城區金城路三段151號,24.9884689,121.468569,3,47,0,60,12,0,4,0,0,0,土城區,平和里,新北市,土城區,平和里,2049.0,1160620.0,566.0,381.0,194.0,711.0,868.49,153.33,土城區,8855.698624785598,土城區,12959.0,13125.0
一品現泡茶-旗艦店,4.5,152,珍珠奶茶,新北市土城區學成路168 號,24.9890687,121.4479572,4,66,0,49,15,0,6,1,0,1,土城區,貨饒里,新北市,土城區,貨饒里,1527.0,1211561.0,793.0,493.0,235.0,956.0,1177.6,148.42,土城區,8855.698624785598,土城區,12959.0,13125.0
果茶小鋪,4.4,35,冰品飲料店,新北市土城區中央路二段137號,24.9770037,121.4420919,3,35,0,48,19,0,1,1,1,2,土城區,員林里,新北市,土城區,員林里,2651.0,2462255.0,929.0,581.0,259.0,1136.0,1583.93,170.53,土城區,8855.698624785598,土城區,12959.0,13125.0
手作黑糖米苔目冰 (網路人氣甜品、排隊小吃、古早味必吃),3.8,59,冰品飲料店,新北市土城區明德路二段133號,24.9823863,121.4494053,4,68,0,59,25,0,11,1,1,3,土城區,明德里,新北市,新店區,明德里,1419.0,1300072.0,916.0,488.0,233.0,1067.0,1608.13,175.52,土城區,8855.698624785598,土城區,12959.0,13125.0
手作黑糖米苔目冰 (網路人氣甜品、排隊小吃、古早味必吃),3.8,59,冰品飲料店,新北市土城區明德路二段133號,24.9823863,121.4494053,4,68,0,59,25,0,11,1,1,3,土城區,明德里,新北市,中和區,明德里,1100.0,658186.0,598.0,402.0,200.0,770.0,726.94,121.49,土城區,8855.698624785598,土城區,12959.0,13125.0
