name,star,comment,class,address,latitude,longitude,school_counts,drink_counts,train_counts,bus_counts,park_counts,night_market_counts,sports_facilities_counts,mrt_counts,movie_theater_counts,hospital_counts,district,neighborhood,縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,行政區_x,平勳人流,行政區_y,刊登平均,成交平均
關渡古錐ㄟ,5.0,2,冰品飲料店,新北市新莊區五工三路94巷4號1樓,25.065637,121.4584506,1,16,0,52,19,1,3,1,1,0,新莊區,福興里,台北市,北投區,福興里,2290.0,2255307.0,985.0,562.0,245.0,1201.0,1403.22,142.48,新莊區,27388.597929701093,新莊區,1309.0,1307.0
關渡古錐ㄟ,5.0,2,冰品飲料店,新北市新莊區五工三路94巷4號1樓,25.065637,121.4584506,1,16,0,52,19,1,3,1,1,0,新莊區,福興里,新北市,新莊區,福興里,1998.0,1314047.0,658.0,428.0,209.0,793.0,791.16,120.3,新莊區,27388.597929701093,新莊區,1309.0,1307.0
關渡古錐ㄟ,5.0,2,冰品飲料店,新北市新莊區五工三路94巷4號1樓,25.065637,121.4584506,1,16,0,52,19,1,3,1,1,0,新莊區,福興里,新北市,泰山區,福興里,1116.0,889714.0,797.0,504.0,253.0,1015.0,925.26,116.06,新莊區,27388.597929701093,新莊區,1309.0,1307.0
七盞茶 新莊化成店,4.6,81,冰品飲料店,新北市新莊區化成路289號,25.0549284,121.4660179,2,45,0,62,14,0,2,2,0,1,新莊區,頭前里,新北市,新莊區,頭前里,3890.0,4614799.0,1186.0,681.0,299.0,1448.0,1631.14,137.5,新莊區,27388.597929701093,新莊區,1309.0,1307.0
COMEBUY_新莊化成店,3.7,39,冰品飲料店,新北市新莊區化成路624號,25.0550092,121.4662512,2,43,0,61,14,0,2,2,0,1,新莊區,頭前里,新北市,新莊區,頭前里,3890.0,4614799.0,1186.0,681.0,299.0,1448.0,1631.14,137.5,新莊區,27388.597929701093,新莊區,1309.0,1307.0
茶聚CHAGE中和福美店｜香片領導品牌_新北手搖飲料店外送外帶加盟推薦 在地美食飲料茶飲創業加盟,4.9,1,冰品飲料店,新北市中和區福美路310號,25.0049413,121.4968425,3,46,0,74,17,0,8,1,0,2,中和區,福善里,新北市,中和區,福善里,1376.0,945473.0,687.0,451.0,215.0,854.0,870.32,126.66,中和區,25298.72528078057,中和區,1425.0,1416.0
TEA TOP第一味 中和中和店,4.8,323,冰品飲料店,新北市中和區中和路107號,25.0002875,121.5015709,3,85,0,99,24,0,9,2,0,2,中和區,枋寮里,新北市,中和區,枋寮里,1160.0,938728.0,809.0,499.0,242.0,1002.0,994.89,122.94,中和區,25298.72528078057,中和區,1425.0,1416.0
TEA'S原味中和廣福店,3.9,101,冰品飲料店,"No. 36, 廣福路中和區新北市235",25.002361,121.5044128,3,126,0,112,18,1,11,2,1,3,中和區,枋寮里,新北市,中和區,枋寮里,1160.0,938728.0,809.0,499.0,242.0,1002.0,994.89,122.94,中和區,25298.72528078057,中和區,1425.0,1416.0
武林茶文創人文茶飲坊/中和連城店,4.7,103,冰品飲料店,新北市中和區連城路25號,25.0019723,121.4987046,3,54,0,86,21,0,9,1,0,2,中和區,八百里,,,,,,,,,,,,中和區,25298.72528078057,中和區,1425.0,1416.0
上宇林頂級茶飲中和連城店,4.5,193,冰品飲料店,新北市中和區連城路43號,25.0017241,121.4982841,3,55,0,89,19,0,10,1,0,2,中和區,廟美里,新北市,中和區,廟美里,1373.0,917480.0,668.0,431.0,212.0,826.0,846.08,126.62,中和區,25298.72528078057,中和區,1425.0,1416.0
麻古茶坊中和中和店,3.5,171,冰品飲料店,新北市中和區中和路34號,25.0016445,121.4998076,3,64,0,95,22,0,9,0,0,2,中和區,廟美里,新北市,中和區,廟美里,1373.0,917480.0,668.0,431.0,212.0,826.0,846.08,126.62,中和區,25298.72528078057,中和區,1425.0,1416.0
19.5 TEA新北中和店,4.8,224,冰品飲料店,新北市中和區中山路二段479號,25.0048251,121.4829653,2,82,0,86,14,0,9,2,1,1,中和區,積穗里,新北市,中和區,積穗里,2684.0,2233940.0,832.0,507.0,232.0,1016.0,1150.61,138.24,中和區,25298.72528078057,中和區,1425.0,1416.0
涼夏冰品||||黑糖|豆花|嫩仙草|剉冰|冰沙|甜品|古早味鳳梨冰|清涼|解渴|中和|永和,4.9,91,冰品飲料店,新北市中和區連城路23巷3號,25.001805,121.4991488,3,57,0,86,22,0,9,1,0,2,中和區,廟美里,新北市,中和區,廟美里,1373.0,917480.0,668.0,431.0,212.0,826.0,846.08,126.62,中和區,25298.72528078057,中和區,1425.0,1416.0
無飲中和店,4.4,136,冰品飲料店,新北市中和區南山路14號,24.9984844,121.5019735,3,99,0,104,19,0,8,1,0,2,中和區,漳和里,新北市,中和區,漳和里,1308.0,1144732.0,875.0,525.0,245.0,1055.0,1246.95,142.48,中和區,25298.72528078057,中和區,1425.0,1416.0
一只小芋圓-中和景新店｜人氣飲料｜網紅甜品｜寵物友善｜手工仙草｜黑糖刨冰｜芋圓地瓜圓｜超大杯,4.9,130,冰品飲料店,新北市中和區景新街230之4號,24.9941745,121.5084147,7,143,0,98,14,1,4,4,0,0,中和區,景安里,新北市,中和區,景安里,1621.0,1347979.0,832.0,491.0,233.0,1010.0,1251.8,150.53,中和區,25298.72528078057,中和區,1425.0,1416.0
可不可熟成紅茶-中和福祥店,3.3,61,冰品飲料店,新北市中和區福祥路5號,25.002986,121.499346,3,53,0,86,20,0,9,1,0,2,中和區,福善里,新北市,中和區,福善里,1376.0,945473.0,687.0,451.0,215.0,854.0,870.32,126.66,中和區,25298.72528078057,中和區,1425.0,1416.0
友町冰品-中和店,4.9,65,冰品飲料店,新北市中和區莊敬路49巷20弄8號1樓,25.0058749,121.5019971,4,71,0,92,25,0,12,1,1,2,中和區,福美里,新北市,中和區,福美里,1233.0,764081.0,620.0,423.0,222.0,775.0,671.58,108.37,中和區,25298.72528078057,中和區,1425.0,1416.0
COMEBUY(中和中安店),4.1,182,冰品飲料店,新北市中和區中安街76號,25.0020554,121.5123007,8,159,0,113,30,1,18,1,1,1,中和區,中安里,新北市,中和區,中安里,1599.0,1512393.0,946.0,551.0,256.0,1165.0,1239.74,131.07,中和區,25298.72528078057,中和區,1425.0,1416.0
日出客棧茶飲-小農鮮奶/日出紅茶/紅茶拿鐵 (中和店),4.8,104,冰品飲料店,新北市中和區信義街69號,24.987978,121.5117216,6,98,0,91,8,1,0,3,0,0,中和區,崇南里,新北市,中和區,崇南里,1453.0,1161075.0,799.0,512.0,238.0,999.0,947.47,118.57,中和區,25298.72528078057,中和區,1425.0,1416.0
Hashtea 井製茶飲,4.6,126,冰品飲料店,新北市中和區景安路179號,24.9940661,121.5051631,5,127,0,95,11,1,6,2,0,0,中和區,景安里,新北市,中和區,景安里,1621.0,1347979.0,832.0,491.0,233.0,1010.0,1251.8,150.53,中和區,25298.72528078057,中和區,1425.0,1416.0
功夫茶 KUNGFUTEA 中和中和店,4.8,287,珍珠奶茶,新北市中和區中和路115號,25.0002512,121.5016934,3,86,0,98,24,0,9,2,0,2,中和區,枋寮里,新北市,中和區,枋寮里,1160.0,938728.0,809.0,499.0,242.0,1002.0,994.89,122.94,中和區,25298.72528078057,中和區,1425.0,1416.0
CoCo都可 中和連勝店,3.8,114,冰品飲料店,新北市中和區連勝街9號,24.9984281,121.499,2,75,0,108,16,0,9,1,0,3,中和區,新南里,新北市,中和區,新南里,2824.0,2668763.0,945.0,586.0,268.0,1207.0,1137.41,120.36,中和區,25298.72528078057,中和區,1425.0,1416.0
COMEBUY_中和中山店,4.1,353,冰品飲料店,新北市中和區中山路二段276號,25.0025416,121.4964935,2,59,0,83,16,0,12,1,0,2,中和區,福真里,新北市,中和區,福真里,1219.0,828567.0,680.0,430.0,193.0,828.0,873.74,128.55,中和區,25298.72528078057,中和區,1425.0,1416.0
Drink Store水雲朵中和南勢角店,3.7,310,冰品飲料店,新北市中和區景新街408號,24.9893256,121.5126222,4,108,0,90,11,1,0,3,0,0,中和區,崇南里,新北市,中和區,崇南里,1453.0,1161075.0,799.0,512.0,238.0,999.0,947.47,118.57,中和區,25298.72528078057,中和區,1425.0,1416.0
一手私藏世界紅茶 中和遠東店,4.5,44,冰品飲料店,新北市中和區建一路160號1樓,24.9980686,121.4874691,4,76,0,92,6,0,12,2,0,1,中和區,平河里,新北市,中和區,平河里,2990.0,2280211.0,763.0,470.0,227.0,989.0,878.84,115.24,中和區,25298.72528078057,中和區,1425.0,1416.0
杯塔MyBeta創意飲品商行,4.4,42,冰品飲料店,新北市中和區連城路347巷1弄2號,24.9957316,121.4882782,3,72,0,84,6,0,15,1,0,1,中和區,中山里,台北市,中山區,中山里,2575.0,2442984.0,949.0,522.0,226.0,1073.0,1585.24,167.09,中和區,25298.72528078057,中和區,1425.0,1416.0
杯塔MyBeta創意飲品商行,4.4,42,冰品飲料店,新北市中和區連城路347巷1弄2號,24.9957316,121.4882782,3,72,0,84,6,0,15,1,0,1,中和區,中山里,新北市,三重區,中山里,904.0,734047.0,812.0,444.0,219.0,953.0,1258.35,154.97,中和區,25298.72528078057,中和區,1425.0,1416.0
杯塔MyBeta創意飲品商行,4.4,42,冰品飲料店,新北市中和區連城路347巷1弄2號,24.9957316,121.4882782,3,72,0,84,6,0,15,1,0,1,中和區,中山里,新北市,新店區,中山里,1995.0,2957843.0,1483.0,830.0,323.0,1762.0,2710.11,182.79,中和區,25298.72528078057,中和區,1425.0,1416.0
杯塔MyBeta創意飲品商行,4.4,42,冰品飲料店,新北市中和區連城路347巷1弄2號,24.9957316,121.4882782,3,72,0,84,6,0,15,1,0,1,中和區,中山里,新北市,板橋區,中山里,2148.0,1465513.0,682.0,476.0,224.0,890.0,765.87,112.25,中和區,25298.72528078057,中和區,1425.0,1416.0
杯塔MyBeta創意飲品商行,4.4,42,冰品飲料店,新北市中和區連城路347巷1弄2號,24.9957316,121.4882782,3,72,0,84,6,0,15,1,0,1,中和區,中山里,新北市,樹林區,中山里,1529.0,924449.0,605.0,407.0,213.0,750.0,658.9,108.98,中和區,25298.72528078057,中和區,1425.0,1416.0
杯塔MyBeta創意飲品商行,4.4,42,冰品飲料店,新北市中和區連城路347巷1弄2號,24.9957316,121.4882782,3,72,0,84,6,0,15,1,0,1,中和區,中山里,新北市,中和區,中山里,787.0,570278.0,725.0,486.0,233.0,836.0,966.85,133.43,中和區,25298.72528078057,中和區,1425.0,1416.0
迷客夏Milksha 新北中和店,3.3,364,冰品飲料店,新北市中和區員山路136號,24.9964114,121.4812872,5,68,0,65,7,0,13,0,0,0,中和區,文元里,新北市,中和區,文元里,1497.0,888590.0,594.0,420.0,205.0,755.0,628.21,105.83,中和區,25298.72528078057,中和區,1425.0,1416.0
CoCo都可 中和福美店,4.4,123,冰品飲料店,新北市中和區福美路240號,25.0053067,121.4987831,3,49,0,75,20,0,8,1,1,2,中和區,福祥里,新北市,中和區,福祥里,1505.0,1075135.0,714.0,435.0,196.0,875.0,965.32,135.13,中和區,25298.72528078057,中和區,1425.0,1416.0
母女大聯盟心黑飲料店,4.3,40,冰品飲料店,新北市中和區錦和路362號,24.9913043,121.4906212,2,41,0,59,6,0,14,1,0,1,中和區,錦中里,新北市,中和區,錦中里,1197.0,847664.0,708.0,454.0,223.0,885.0,963.56,136.07,中和區,25298.72528078057,中和區,1425.0,1416.0
找茶drinks,3.8,14,冰品飲料店,新北市中和區錦和路169號,24.9914078,121.490805,2,41,0,60,6,0,14,1,0,1,中和區,錦中里,新北市,中和區,錦中里,1197.0,847664.0,708.0,454.0,223.0,885.0,963.56,136.07,中和區,25298.72528078057,中和區,1425.0,1416.0
茶二坊 斯里蘭卡 台灣 茶飲專門,4.9,226,冰品飲料店,新北市建一路170-2號F棟中庭遠東世紀廣場1樓,24.99769,121.4874786,4,75,0,90,6,0,13,2,0,1,中和區,平河里,新北市,中和區,平河里,2990.0,2280211.0,763.0,470.0,227.0,989.0,878.84,115.24,中和區,25298.72528078057,中和區,1425.0,1416.0
珍煮丹 中和連城店,3.4,291,冰品飲料店,新北市中和區連城路17號,25.0021161,121.4989568,3,55,0,85,21,0,9,1,0,2,中和區,廟美里,新北市,中和區,廟美里,1373.0,917480.0,668.0,431.0,212.0,826.0,846.08,126.62,中和區,25298.72528078057,中和區,1425.0,1416.0
茶鬍 Beard Cup 中和泰和店,4.7,101,冰品飲料店,新北市中和區泰和街23號,25.0001809,121.4994506,2,72,0,98,23,0,7,1,0,2,中和區,廟美里,新北市,中和區,廟美里,1373.0,917480.0,668.0,431.0,212.0,826.0,846.08,126.62,中和區,25298.72528078057,中和區,1425.0,1416.0
寶島紅茶冰中和廣福店,4.6,20,冰品飲料店,新北市中和區廣福路76號,25.0016683,121.5030422,3,107,0,110,21,0,12,2,1,3,中和區,枋寮里,新北市,中和區,枋寮里,1160.0,938728.0,809.0,499.0,242.0,1002.0,994.89,122.94,中和區,25298.72528078057,中和區,1425.0,1416.0
拾?茶屋 中和永貞店,4.7,407,冰品飲料店,新北市中和區永貞路280號,25.0038238,121.5133713,10,171,0,116,35,1,21,1,1,2,中和區,中安里,新北市,中和區,中安里,1599.0,1512393.0,946.0,551.0,256.0,1165.0,1239.74,131.07,中和區,25298.72528078057,中和區,1425.0,1416.0
功夫茶 KUNGFUTEA 中和遠東世紀店,4.7,181,冰品飲料店,新北市中和區中正路736號,24.997778,121.4857448,5,69,0,80,7,0,15,2,0,2,中和區,平河里,新北市,中和區,平河里,2990.0,2280211.0,763.0,470.0,227.0,989.0,878.84,115.24,中和區,25298.72528078057,中和區,1425.0,1416.0
CoCo都可 景安店,3.7,187,冰品飲料店,新北市中和區景安路154號,24.9930879,121.5047158,5,119,0,96,12,1,3,2,0,0,中和區,景福里,新北市,中和區,景福里,1923.0,1695495.0,882.0,537.0,243.0,1054.0,1211.34,137.39,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和橋和店-珍珠奶茶手搖飲料專賣店,3.4,357,冰品飲料店,新北市中和區橋和路105號1樓,25.0056998,121.4909111,0,43,0,66,13,0,10,2,0,1,中和區,中原里,台北市,中山區,中原里,1853.0,2156933.0,1164.0,598.0,260.0,1262.0,1937.68,166.46,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和橋和店-珍珠奶茶手搖飲料專賣店,3.4,357,冰品飲料店,新北市中和區橋和路105號1樓,25.0056998,121.4909111,0,43,0,66,13,0,10,2,0,1,中和區,中原里,新北市,新莊區,中原里,4662.0,4518097.0,969.0,551.0,251.0,1179.0,1396.88,144.14,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和橋和店-珍珠奶茶手搖飲料專賣店,3.4,357,冰品飲料店,新北市中和區橋和路105號1樓,25.0056998,121.4909111,0,43,0,66,13,0,10,2,0,1,中和區,中原里,新北市,蘆洲區,中原里,1790.0,1361270.0,760.0,458.0,211.0,933.0,985.66,129.61,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和橋和店-珍珠奶茶手搖飲料專賣店,3.4,357,冰品飲料店,新北市中和區橋和路105號1樓,25.0056998,121.4909111,0,43,0,66,13,0,10,2,0,1,中和區,中原里,新北市,中和區,中原里,3105.0,3942541.0,1270.0,669.0,292.0,1488.0,4231.59,333.26,中和區,25298.72528078057,中和區,1425.0,1416.0
戀鮮乳中和店,4.3,146,冰品飲料店,新北市中和區保健路27之1號,24.9979872,121.5086082,3,141,0,116,26,1,9,3,0,2,中和區,安平里,台北市,松山區,安平里,2910.0,2621917.0,901.0,530.0,230.0,1068.0,1446.57,160.55,中和區,25298.72528078057,中和區,1425.0,1416.0
戀鮮乳中和店,4.3,146,冰品飲料店,新北市中和區保健路27之1號,24.9979872,121.5086082,3,141,0,116,26,1,9,3,0,2,中和區,安平里,新北市,中和區,安平里,2202.0,2294545.0,1042.0,611.0,251.0,1347.0,1343.01,128.88,中和區,25298.72528078057,中和區,1425.0,1416.0
巷內綠豆饌,4.6,98,冰品飲料店,新北市中和區新興街15巷2號,25.0026739,121.5122107,8,155,0,117,32,1,20,1,1,1,中和區,中安里,新北市,中和區,中安里,1599.0,1512393.0,946.0,551.0,256.0,1165.0,1239.74,131.07,中和區,25298.72528078057,中和區,1425.0,1416.0
康青龍創意茶飲_中和景安店,4.1,78,冰品飲料店,新北市中和區景安路145號1樓,24.9953452,121.5055363,4,134,0,104,12,1,7,3,0,1,中和區,景文里,新北市,中和區,景文里,1300.0,1318983.0,1015.0,557.0,275.0,1204.0,1456.89,143.59,中和區,25298.72528078057,中和區,1425.0,1416.0
COMEBUY_中和宜安店,3.6,257,冰品飲料店,新北市中和區安平路94號1樓,24.9969224,121.5113937,5,162,0,110,22,1,7,4,0,1,中和區,安順里,新北市,中和區,安順里,1437.0,1224372.0,852.0,505.0,248.0,1061.0,1106.51,129.87,中和區,25298.72528078057,中和區,1425.0,1416.0
阿華冰室,0.0,0,冰品飲料店,新北市中和區中和路400巷13號,25.0024404,121.5115241,8,161,0,117,32,1,18,1,1,2,中和區,中安里,新北市,中和區,中安里,1599.0,1512393.0,946.0,551.0,256.0,1165.0,1239.74,131.07,中和區,25298.72528078057,中和區,1425.0,1416.0
王一大飲料店,4.5,15,冰品飲料店,新北市中和區員山路527號,25.0069982,121.4795932,4,74,0,94,19,0,10,1,1,1,中和區,員山里,新北市,中和區,員山里,2042.0,1730898.0,848.0,521.0,253.0,1080.0,1202.46,141.86,中和區,25298.72528078057,中和區,1425.0,1416.0
藥膳排骨/北極冰鑽冰品店,4.4,49,冰品飲料店,新北市中和區福美路298之1號,25.0050526,121.4972267,3,48,0,72,17,0,8,1,0,2,中和區,福善里,新北市,中和區,福善里,1376.0,945473.0,687.0,451.0,215.0,854.0,870.32,126.66,中和區,25298.72528078057,中和區,1425.0,1416.0
李記古味紅茶冰（中和華中店）,3.4,56,冰品飲料店,新北市中和區福美路318號,25.0047954,121.4965748,3,46,0,75,15,0,8,1,0,2,中和區,福善里,新北市,中和區,福善里,1376.0,945473.0,687.0,451.0,215.0,854.0,870.32,126.66,中和區,25298.72528078057,中和區,1425.0,1416.0
永貞新村紅茶冰X甜甜圈-中和仁愛,4.5,64,冰品飲料店,新北市中和區仁愛街49號,24.9881585,121.5112248,7,103,0,92,9,1,0,3,0,0,中和區,崇南里,新北市,中和區,崇南里,1453.0,1161075.0,799.0,512.0,238.0,999.0,947.47,118.57,中和區,25298.72528078057,中和區,1425.0,1416.0
原味穀舞-中和宜安店,4.4,72,冰品飲料店,新北市中和區宜安路145號,24.9985863,121.5091129,4,139,0,115,24,1,10,3,0,2,中和區,安平里,台北市,松山區,安平里,2910.0,2621917.0,901.0,530.0,230.0,1068.0,1446.57,160.55,中和區,25298.72528078057,中和區,1425.0,1416.0
原味穀舞-中和宜安店,4.4,72,冰品飲料店,新北市中和區宜安路145號,24.9985863,121.5091129,4,139,0,115,24,1,10,3,0,2,中和區,安平里,新北市,中和區,安平里,2202.0,2294545.0,1042.0,611.0,251.0,1347.0,1343.01,128.88,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,台北市,松山區,中正里,3425.0,5369060.0,1568.0,842.0,344.0,1900.0,2415.98,154.12,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,新北市,三重區,中正里,383.0,237977.0,621.0,423.0,211.0,760.0,777.58,125.14,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,新北市,新店區,中正里,1987.0,1760949.0,886.0,542.0,256.0,1066.0,1167.38,131.72,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,新北市,板橋區,中正里,2114.0,1795601.0,849.0,586.0,288.0,1130.0,907.94,106.89,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,新北市,三峽區,中正里,1309.0,686956.0,525.0,363.0,196.0,682.0,545.46,103.94,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,新北市,中和區,中正里,1079.0,658102.0,610.0,403.0,206.0,781.0,736.57,120.77,中和區,25298.72528078057,中和區,1425.0,1416.0
先喝道中和連城店,4.8,32,冰品飲料店,新北市中和區連城路353號,24.9960482,121.4879015,3,73,0,85,6,0,14,2,0,1,中和區,中正里,新北市,土城區,中正里,1027.0,692695.0,674.0,431.0,205.0,871.0,794.81,117.84,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,蘆洲區,復興里,967.0,524341.0,542.0,377.0,199.0,687.0,599.58,110.58,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,新店區,復興里,1063.0,805319.0,758.0,424.0,221.0,894.0,1841.61,243.09,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,板橋區,復興里,188.0,93496.0,497.0,360.0,185.0,619.0,476.75,95.86,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,中和區,復興里,1469.0,1024303.0,697.0,408.0,197.0,840.0,1255.2,180.01,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,土城區,復興里,1387.0,903742.0,652.0,413.0,213.0,849.0,725.71,111.38,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,汐止區,復興里,2694.0,2868535.0,1065.0,621.0,261.0,1333.0,1615.47,151.72,中和區,25298.72528078057,中和區,1425.0,1416.0
進發家-中和復興店 飲料店,4.2,246,珍珠奶茶,新北市中和區復興路75號,24.9901065,121.5036515,3,96,0,92,10,1,2,2,0,0,中和區,復興里,新北市,永和區,復興里,811.0,690550.0,851.0,537.0,252.0,1025.0,1122.14,131.79,中和區,25298.72528078057,中和區,1425.0,1416.0
非常找茶鮮果茶飲 中和新生店,4.0,56,冰品飲料店,新北市中和區新生街194號,24.9993787,121.4836239,3,73,0,79,9,0,14,1,0,1,中和區,信和里,新北市,中和區,信和里,1148.0,693787.0,604.0,407.0,198.0,762.0,692.62,114.61,中和區,25298.72528078057,中和區,1425.0,1416.0
可不可熟成紅茶-中和景新店,3.6,122,冰品飲料店,新北市中和區景新街427號,24.9891084,121.5129479,4,106,0,88,10,1,0,3,0,0,中和區,景南里,新北市,中和區,景南里,959.0,655212.0,683.0,421.0,197.0,830.0,842.24,123.27,中和區,25298.72528078057,中和區,1425.0,1416.0
可不可熟成紅茶-中和民樂店,3.8,294,冰品飲料店,新北市中和區民樂路2-1號,25.0010362,121.4815257,4,94,0,86,7,0,11,2,1,1,中和區,安穗里,新北市,中和區,安穗里,1418.0,1040325.0,734.0,467.0,223.0,924.0,1003.09,136.72,中和區,25298.72528078057,中和區,1425.0,1416.0
五桐號WooTea新北中和環球店,4.9,67,冰品飲料店,新北市中和區中山路三段101號,25.0057506,121.4750862,5,74,0,90,17,0,16,1,1,1,中和區,民有里,台北市,松山區,民有里,3371.0,5044255.0,1496.0,679.0,274.0,1600.0,4516.01,301.8,中和區,25298.72528078057,中和區,1425.0,1416.0
五桐號WooTea新北中和環球店,4.9,67,冰品飲料店,新北市中和區中山路三段101號,25.0057506,121.4750862,5,74,0,90,17,0,16,1,1,1,中和區,民有里,新北市,新莊區,民有里,1248.0,746095.0,598.0,408.0,213.0,757.0,655.56,109.66,中和區,25298.72528078057,中和區,1425.0,1416.0
五桐號WooTea新北中和環球店,4.9,67,冰品飲料店,新北市中和區中山路三段101號,25.0057506,121.4750862,5,74,0,90,17,0,16,1,1,1,中和區,民有里,新北市,中和區,民有里,773.0,464642.0,601.0,421.0,210.0,763.0,635.05,105.65,中和區,25298.72528078057,中和區,1425.0,1416.0
980D呷飽飲茶 中和建一店,4.3,7,冰品飲料店,新北市中和區建一路183號,24.9980154,121.4883672,3,80,0,94,7,0,13,2,0,1,中和區,平河里,新北市,中和區,平河里,2990.0,2280211.0,763.0,470.0,227.0,989.0,878.84,115.24,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和連城店-珍珠奶茶手搖飲料專賣店,3.5,75,冰品飲料店,新北市中和區連城路315之1號1 樓,24.996105,121.4894075,3,61,0,90,7,0,14,2,0,1,中和區,中山里,台北市,中山區,中山里,2575.0,2442984.0,949.0,522.0,226.0,1073.0,1585.24,167.09,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和連城店-珍珠奶茶手搖飲料專賣店,3.5,75,冰品飲料店,新北市中和區連城路315之1號1 樓,24.996105,121.4894075,3,61,0,90,7,0,14,2,0,1,中和區,中山里,新北市,三重區,中山里,904.0,734047.0,812.0,444.0,219.0,953.0,1258.35,154.97,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和連城店-珍珠奶茶手搖飲料專賣店,3.5,75,冰品飲料店,新北市中和區連城路315之1號1 樓,24.996105,121.4894075,3,61,0,90,7,0,14,2,0,1,中和區,中山里,新北市,新店區,中山里,1995.0,2957843.0,1483.0,830.0,323.0,1762.0,2710.11,182.79,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和連城店-珍珠奶茶手搖飲料專賣店,3.5,75,冰品飲料店,新北市中和區連城路315之1號1 樓,24.996105,121.4894075,3,61,0,90,7,0,14,2,0,1,中和區,中山里,新北市,板橋區,中山里,2148.0,1465513.0,682.0,476.0,224.0,890.0,765.87,112.25,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和連城店-珍珠奶茶手搖飲料專賣店,3.5,75,冰品飲料店,新北市中和區連城路315之1號1 樓,24.996105,121.4894075,3,61,0,90,7,0,14,2,0,1,中和區,中山里,新北市,樹林區,中山里,1529.0,924449.0,605.0,407.0,213.0,750.0,658.9,108.98,中和區,25298.72528078057,中和區,1425.0,1416.0
清心福全中和連城店-珍珠奶茶手搖飲料專賣店,3.5,75,冰品飲料店,新北市中和區連城路315之1號1 樓,24.996105,121.4894075,3,61,0,90,7,0,14,2,0,1,中和區,中山里,新北市,中和區,中山里,787.0,570278.0,725.0,486.0,233.0,836.0,966.85,133.43,中和區,25298.72528078057,中和區,1425.0,1416.0
